maintenance_id,equipment_id,maintenance_type,start_datetime,end_datetime,duration_hours,status,technician_id,description,parts_cost,labor_cost,total_cost,next_maintenance_date,breakdown_cause,resolution,quality_check_status
879,5,Капітальний ремонт,2023-11-21,2023-11-23 19:49:51.691964,67.83102554551034,Завершено,68,Сходити пірʼя слати танцювати. Виднітися встати дружно метелик відповісти.,6073.99,17106.78,23180.769999999997,2024-05-21 19:49:51.691964,,,Пройдено
880,35,Планове обслуговування,2024-06-06,2024-06-06 07:01:59.724403,7.033256778699928,Заплановано,11,"Здригатися незручно п'ятеро очко голубчик. Гіркий болісно ніж доба ручка так білизна.
Сходити інфекція каюта рот. Єврейський інший зрідка пірʼя.",4307.54,1457.04,5764.58,2024-08-05 07:01:59.724403,,,Пройдено
881,25,Аварійний ремонт,2024-01-03,2024-01-03 01:22:34.414108,1.376226141199451,Заплановано,51,Їсти головка вивчити бак. Розгубитися гіркий тютюн важливий. Уникати дошлий летіти груди який ґудзик вигнати.,6487.530000000001,3670.11,10157.640000000001,2024-07-01 01:22:34.414108,Людський фактор,Заміна компонентів,Очікує
882,29,Поточний ремонт,2024-09-15,2024-09-15 07:02:34.250078,7.042847243963249,Завершено,105,Райком кпсс дихання затягнутися господь гроші. Витримати термін надати здалеку рота армійський зрідка монета.,7378.860000000001,2990.75,10369.61,2024-12-14 07:02:34.250078,,,Очікує
883,3,Поточний ремонт,2023-03-02,2023-03-02 07:00:20.107666,7.005585462737877,В процесі,105,М'Який банда самостійно закласти район заклад. Їсти зелений міф ремінь танцювати очко багряний.,8595.59,4280.45,12876.04,2023-04-01 07:00:20.107666,,,Пройдено
884,10,Капітальний ремонт,2024-05-11,2024-05-12 14:58:17.849419,38.971624838575366,Заплановано,44,"Результат сміття ніж дружно так потрясти. Услати квапливий перетнути місце раніше князь щур. Порт увійти нестерпний головка.
Космос ланцюжок услати. Епоха розстебнути порт здригнутися правильний.",26098.51,17026.68,43125.19,2024-08-10 14:58:17.849419,,,Очікує
885,23,Капітальний ремонт,2023-08-10,2023-08-12 13:37:01.268556,61.61701904338667,В процесі,29,"Аналіз картинка яблуко порода видимо постійний кидати. Гідність функція вираз мимо.
Пропаганда висловлюватися прихований жити. Головний порада вчора інвалід близько.",31288.29,5095.48,36383.770000000004,2024-02-08 13:37:01.268556,,,Потребує перевірки
886,19,Планове обслуговування,2023-06-18,2023-06-18 05:21:57.131523,5.3658698675007415,Завершено,142,Польовий чітко приятель вітрина. Спасти голубчик вечір за. Важкий соціалістичний плід. Редактор дружно пристойний палиця.,569.82,594.31,1164.13,2024-06-17 05:21:57.131523,,,Пройдено
887,26,Поточний ремонт,2023-01-16,2023-01-16 14:27:23.070178,14.456408382783842,Відкладено,1,"Прелесть метелик взагалі хата болото пані брову. Природа недолік основа кидати метал палата жити.
Міра програміст олівець темніти командир виражений насолода тривога.",7443.83,4972.84,12416.67,2023-02-15 14:27:23.070178,,,Потребує перевірки
888,46,Планове обслуговування,2023-05-20,2023-05-20 07:29:33.696043,7.492693345181417,В процесі,133,Так мʼята падати ефект уточнити художній ламати. Юний тута труп зарплата.,2336.08,1350.49,3686.5699999999997,2023-08-18 07:29:33.696043,,,Очікує
889,3,Планове обслуговування,2023-03-31,2023-03-31 04:20:22.300212,4.3395278367106895,Заплановано,60,Робочий безглуздий пропадати. Танцювати лівий зрідка метал. Закласти виблискувати терапія крутий. Олівець ремінь намір угодний.,11434.99,1733.53,13168.52,2023-04-30 04:20:22.300212,,,Пройдено
890,33,Аварійний ремонт,2023-05-02,2023-05-02 01:07:12.460705,1.1201279736001353,В процесі,101,Бігати здригатися тютюн уникати підлога вивчити. Космос байдужий наступати салон міра монета.,4835.28,2639.74,7475.0199999999995,2023-10-29 01:07:12.460705,Збій електроніки,Регулювання,Пройдено
891,50,Поточний ремонт,2023-03-28,2023-03-28 10:22:25.444529,10.373734591293521,Відкладено,73,Міра кишеня промовчати лапа. Повністю валюта порівняння співрозмовник болісно олівець темніти благати. Конструкція холодно вперед число поїзд груди.,10978.01,2207.75,13185.76,2023-05-27 10:22:25.444529,,,Очікує
892,13,Капітальний ремонт,2024-05-29,2024-05-30 11:56:50.167185,35.94726866252981,В процесі,195,Порт затримати поставити правильний звільнити спосіб. Пристрій медицина вивчити гуляти. Розгубитися танцювати рішення солома.,16356.09,6741.81,23097.9,2024-08-28 11:56:50.167185,,,Пройдено
893,35,Капітальний ремонт,2023-10-20,2023-10-22 21:25:26.041772,69.4239004921908,В процесі,135,"Ліхтарик затягнутися безглуздий рішення. Природа іспит за триста передо хід ґаздиня.
Сміття танцювати триста гуляти угодний палата ліхтарик. Функція коваль діловий наступати результат багряний.",16793.53,19476.14,36269.67,2023-12-21 21:25:26.041772,,,Пройдено
894,15,Капітальний ремонт,2023-04-01,2023-04-03 04:45:33.539217,52.759316449088665,Відкладено,11,Спосіб єврейський діставати відповідність протягувати палець угодний. Фахівець висіти близько тривога картинка дальній.,5285.64,11503.81,16789.45,2023-06-02 04:45:33.539217,,,Пройдено
895,3,Поточний ремонт,2024-04-10,2024-04-10 04:05:34.861212,4.093017003200186,В процесі,29,Ніч правління розлад грати триста. Степ монета армійський єврейський їсти реклама пастух. Падати вказаний увійти несподівано монета.,11434.95,1339.05,12774.0,2024-05-10 04:05:34.861212,,,Очікує
896,15,Поточний ремонт,2023-10-03,2023-10-03 10:59:10.099446,10.986138735020436,Заплановано,100,Солома знаходити прем'єра гіркий багаття увійти. Пропадати вмирати болото плід функція.,5039.86,2429.44,7469.299999999999,2023-12-02 10:59:10.099446,,,Потребує перевірки
897,22,Поточний ремонт,2024-07-13,2024-07-13 04:11:02.509444,4.184030401057303,Відкладено,100,"Ефект направо повністю тютюн. Кордон розуміти спорт заспокоїтися жорстокий.
Головка червонй армійський недолік різноманітний актриса встати. Домогтися чоловічок провал мимо.",10056.35,1407.69,11464.04,2025-07-13 04:11:02.509444,,,Пройдено
898,38,Поточний ремонт,2024-07-07,2024-07-07 06:33:20.561518,6.555711532691712,Відкладено,188,Кишеня хліб дівка черевик п'ятеро повністю сміливий. Функція світило салон інтелектуальний ставити. Помовчати вмирати сумний. Аж яскраво спасти так мить правління зарплата.,7686.3,4507.27,12193.57,2024-09-05 06:33:20.561518,,,Потребує перевірки
899,48,Капітальний ремонт,2024-06-17,2024-06-19 20:48:51.075600,68.81418766660298,Завершено,47,"Купа-Невеличка порт а відзначити страта степ. Болото інтелектуальний яскраво знаходити сонце.
Підземний дружно фахівець народ співрозмовник співрозмовник. Господиня досліджено сміття зате.",23003.12,5316.97,28320.09,2024-07-19 20:48:51.075600,,,Очікує
900,12,Поточний ремонт,2023-01-18,2023-01-18 05:48:02.455557,5.8006820990283705,Заплановано,60,Купа-Невеличка даль присісти промовчати. Інструкція оборот боєць пропаганда художній. Співрозмовник струмок звільнити синок почуття.,16423.63,1079.15,17502.780000000002,2024-01-18 05:48:02.455557,,,Пройдено
901,2,Аварійний ремонт,2023-05-02,2023-05-02 10:35:08.457776,10.58568271559708,Заплановано,100,Жити вираз плід страта залучати жорстокий пристойний медицина. Витримати комунізм рис бетонний приятель.,18277.27,6343.44,24620.71,2024-05-01 10:35:08.457776,Людський фактор,Модернізація вузла,Пройдено
902,26,Капітальний ремонт,2023-07-27,2023-07-28 09:57:09.819924,33.952727756702345,В процесі,100,"Факультет програміст покидати упустити. Функція танцювати падаль черговий.
Купа житель коваль в'язниця рішення. Летіти пірʼя художній брову супроводжуватися.",15030.91,9013.54,24044.45,2023-08-27 09:57:09.819924,,,Пройдено
903,12,Капітальний ремонт,2023-02-02,2023-02-03 01:18:25.896452,25.307193458840082,В процесі,101,Спорт гіркий академік художній метал нервово аналіз. Товар демократія серйозний. МʼЯта ґазда упор приятель палець місце боєць. Академік вигнати вказаний жорстокий степ банда.,14027.67,19002.78,33030.45,2024-02-03 01:18:25.896452,,,Пройдено
904,8,Планове обслуговування,2024-06-16,2024-06-16 05:16:58.109081,5.282808078093339,Завершено,72,"Обуритися єврейський черговий метелик перед мить спосіб.
Застосовуватися через занадто інший настати вибирати різноманітний. Хід рідкий актриса художній метал ліловий. Затягнутися уточнити вітрина.",834.7,1454.93,2289.63,2024-12-13 05:16:58.109081,,,Потребує перевірки
905,43,Планове обслуговування,2024-07-18,2024-07-18 04:24:08.000784,4.4022224401233565,В процесі,105,"Світило помовчати виконувати знаходити. Затримати виражений ремінь похорон степ монета.
Кпсс свіжий ставити повністю полюбити гіркий. Пісенька рідкий пропаганда ручка.",6886.14,1264.43,8150.570000000001,2025-07-18 04:24:08.000784,,,Очікує
906,12,Аварійний ремонт,2024-09-13,2024-09-13 08:31:54.167959,8.531713321931091,В процесі,30,"Загроза витримати дружно брову передо. Сонце підкинути комунізм й ручка. Що знищення кут недолік підземний.
Лівий так космос червонй число сміятися. Міф нарада занадто супроводжуватися.",2669.09,2803.05,5472.14,2025-09-13 08:31:54.167959,Збій електроніки,Очистка системи,Потребує перевірки
907,48,Аварійний ремонт,2024-08-04,2024-08-04 20:16:39.914994,20.277754164901364,Завершено,60,Поставити термін функція благати затягнутися вечір. Діставати інструкція спосіб хата. Ковзати польовий командир вовк.,19241.58,3960.39,23201.97,2024-09-03 20:16:39.914994,Перевантаження,Перепрограмування,Очікує
908,14,Поточний ремонт,2024-06-30,2024-06-30 05:02:04.807684,5.034668801214405,В процесі,133,Колишній намір отже здригнутися. Монета мигнути присісти бригада занадто вчора.,17338.08,2249.12,19587.2,2024-07-30 05:02:04.807684,,,Потребує перевірки
909,30,Поточний ремонт,2023-08-28,2023-08-28 12:29:20.165138,12.488934760471809,Відкладено,100,Потім зрідка промовчати виконувати яскраво інтернет. Звільнення єдиний ґаздиня загроза іспит супроводжуватися ліворуч вказаний.,2248.22,2896.57,5144.79,2023-11-26 12:29:20.165138,,,Пройдено
910,16,Планове обслуговування,2023-08-16,2023-08-16 02:24:15.348028,2.4042633412396217,Відкладено,76,Казна-Хто провінція пристрасть рис. Вивести що-небудь гараж. Космос скинути провал терапія приятель.,8029.95,839.66,8869.61,2023-10-15 02:24:15.348028,,,Очікує
911,32,Аварійний ремонт,2024-06-30,2024-06-30 06:51:28.598553,6.857944042480489,В процесі,68,Єдиний їсти вивести навіщо спосіб. Раніше шолом здалеку головка. Салон мотоцикл терапія полум'я в'язниця різноманітний.,4379.62,5630.81,10010.43,2024-07-30 06:51:28.598553,Відмова системи охолодження,Перепрограмування,Потребує перевірки
912,34,Поточний ремонт,2024-04-25,2024-04-25 06:37:33.844027,6.626067785248719,Завершено,10,Командування звільнити диявол плід падаль потягнутися. Присвятити багаття здригатися комунізм через видимо. Близько пропадати палець вигнати.,13469.68,4331.17,17800.85,2024-05-25 06:37:33.844027,,,Потребує перевірки
913,33,Капітальний ремонт,2024-05-07,2024-05-08 07:12:06.343632,31.201762119864675,Відкладено,84,"Скинути надати керівник фахівець шкіра єврейський зрідка степ. Спосіб пропадати військовий прощення гуляти. Монета бок тривога ланцюжок дівка.
Конференція підземний терапія бок наступати єврейський.",23165.15,10098.74,33263.89,2024-11-04 07:12:06.343632,,,Пройдено
914,20,Капітальний ремонт,2024-08-11,2024-08-13 20:26:41.707932,68.44491887008706,Відкладено,158,"Відділ солома комунізм сумний. Бочок термін доба плід.
Ліхтарик хліб багаття здригнутися ліловий. Мільярд ефект близько натиснути провал правий зима. Синок мить танцювати занадто жорстокий.",16001.01,5015.64,21016.65,2025-08-13 20:26:41.707932,,,Потребує перевірки
915,33,Капітальний ремонт,2023-04-01,2023-04-02 13:08:54.504626,37.1484735072637,Заплановано,199,Результат вигнати бажання коваль в'язниця податковий. Висіти прохід нині потрясти вчора банда комунізм. Конференція салон метелик кут мить.,11152.869999999999,11930.72,23083.589999999997,2023-09-29 13:08:54.504626,,,Потребує перевірки
916,46,Поточний ремонт,2023-06-17,2023-06-17 10:23:16.157364,10.387821490082455,В процесі,195,Функція заспівати місце почуття гіркий мотоцикл похорон ґаздиня. Гуляти аналіз зупинити спорт пристойний. Квапливий означати колектив гідність вмирати приятель.,8585.7,2841.96,11427.66,2023-09-15 10:23:16.157364,,,Очікує
917,36,Поточний ремонт,2024-11-30,2024-11-30 12:27:36.010707,12.460002974138291,Завершено,100,Незвичайний художній рот рідкий казна-хто порт. Нога провал пані основа актриса. Щур тута монета п'ятеро досліджено.,7779.63,4022.55,11802.18,2025-11-30 12:27:36.010707,,,Потребує перевірки
918,26,Аварійний ремонт,2023-06-29,2023-06-29 14:28:34.549354,14.47626370949596,Заплановано,51,Присвятити військовий неправда. Єврейський а колектив натиснути шолом порт.,15921.14,5451.39,21372.53,2023-07-29 14:28:34.549354,Людський фактор,Очистка системи,Очікує
919,26,Планове обслуговування,2023-04-11,2023-04-11 04:54:37.534997,4.9104263879363925,Завершено,100,"Ніч кільце каюта мимо. Ідея полум'я конструкція мить. Гроші пристрасть вигнати покинути.
Черевик приятель а даль жити нині вчора. Терапія інвалід правий зрідка ковзати пірʼя.",3048.33,843.91,3892.24,2023-05-11 04:54:37.534997,,,Очікує
920,1,Планове обслуговування,2023-07-28,2023-07-28 06:34:31.772422,6.575492339479849,Заплановано,84,Трясти образа триста відділ командування прірва видимо. Здригнутися військовий конференція. Чотири обуритися важливий приятель спорт.,8455.0,902.37,9357.37,2023-09-26 06:34:31.772422,,,Очікує
921,23,Планове обслуговування,2024-03-17,2024-03-17 07:59:35.900659,7.993305738726352,Відкладено,30,"Виражений надати картинка заклик.
Різноманітний зловити вітати палата. Вскакивать порада редактор. Місце головка виблискувати.",5193.16,1812.0,7005.16,2024-09-13 07:59:35.900659,,,Потребує перевірки
922,43,Планове обслуговування,2023-11-12,2023-11-12 03:37:36.809826,3.626891618284575,Завершено,133,"Ґаздиня дальній секунда торгівля доба. Холодно заспокоїтися услати бригада.
Аж сміятися затримати. Решітка рот тисяча один близько. Міра монета надати.
Степ число один суглоб означати штаб епоха.",4836.219999999999,1633.23,6469.449999999999,2024-11-11 03:37:36.809826,,,Потребує перевірки
923,30,Планове обслуговування,2023-06-22,2023-06-22 05:49:47.292727,5.829803535230968,Відкладено,199,"Близько очко зображати уникати. Терапія ефект рота тьмяний танцювати чотири спасти серйозний.
Яскраво від'їзд мати подробиця метал розвинений. Струмок функція через виражений художній.",2441.39,1983.77,4425.16,2023-09-20 05:49:47.292727,,,Очікує
924,2,Капітальний ремонт,2023-05-23,2023-05-25 09:22:24.828373,57.37356343706073,Заплановано,10,"Зловити палата гараж зима виникнення черговий задерти райком. Порт природний спорт гіркий. Казна-Хто через товар.
Зелений байдужий гіркий їсти аналіз. Настати нестерпний мигнути домогтися.",22280.7,5553.4,27834.1,2024-05-24 09:22:24.828373,,,Очікує
925,1,Планове обслуговування,2023-07-15,2023-07-15 06:45:04.060792,6.75112799778176,Завершено,10,Салон блін призначити промовчати нині казна-хто провінція підземний. Несподіваний угодний район. Спорт квапливий радість.,2323.06,1043.88,3366.94,2023-09-13 06:45:04.060792,,,Очікує
926,35,Планове обслуговування,2024-07-22,2024-07-22 05:40:04.957233,5.6680436757979935,Заплановано,158,"Художній трясти вигнати черговий юний прелесть байдужий.
Збудження бригада відзначити зловити єдиний. Кора плід прошепотіти ніч надати. Сміття самостійно тьмяний що розуміти зарплата.",5316.16,1088.97,6405.13,2024-09-20 05:40:04.957233,,,Потребує перевірки
927,36,Капітальний ремонт,2024-07-18,2024-07-20 16:21:00.671757,64.35018659904208,Відкладено,72,Відділ юний розкішний прем'єра зарплата. Бочок сумний товар оборот закласти відповісти вітати решітка.,18344.36,12769.29,31113.65,2025-07-20 16:21:00.671757,,,Пройдено
928,48,Капітальний ремонт,2023-07-05,2023-07-07 18:31:47.835166,66.52995421286671,В процесі,60,"Поява при інтелектуальний багаття. Другий тривога виконувати заклад прохід. Наштовхнутися князь розлад.
Поїзд чотири метал пристрасть.",28151.36,11719.21,39870.57,2023-08-06 18:31:47.835166,,,Пройдено
929,34,Поточний ремонт,2024-09-18,2024-09-18 11:23:01.034706,11.383620751782374,Відкладено,51,Лівий мʼята прірва колектив. Низький кут спосіб кпсс уникати небезпека інший. Господиня порода результат команда блін дівка вибирати.,5840.48,4363.25,10203.73,2024-10-18 11:23:01.034706,,,Пройдено
930,20,Аварійний ремонт,2023-06-23,2023-06-23 17:03:59.421091,17.06650585853402,Завершено,29,Білизна командувач розкішний танцювати термін кора казна-хто. Палець друкувати вчений потім легко юний вперед.,3259.52,8963.98,12223.5,2024-06-22 17:03:59.421091,Перевантаження,Перепрограмування,Пройдено
931,39,Планове обслуговування,2024-09-04,2024-09-04 02:31:47.522627,2.529867396295283,В процесі,92,"Оборот художній кільце терапія кільце блискучий. Танцювати дихання зате навіщо комунізм.
Товар перебивати низький ніч виникнення. Реклама заява комунізм пристрій господь витягувати.",958.8,1356.11,2314.91,2024-12-03 02:31:47.522627,,,Пройдено
932,18,Аварійний ремонт,2023-03-02,2023-03-02 02:08:30.187696,2.141718804370212,Відкладено,76,Неправда один сходити дорогий художній поїзд головка. Збудження сходити райком.,9657.43,6370.58,16028.01,2023-08-29 02:08:30.187696,Перевантаження,Регулювання,Потребує перевірки
933,23,Поточний ремонт,2023-10-15,2023-10-15 13:38:07.857931,13.635516091809718,Заплановано,188,Хата точно підлога лівий. Ідея зображати надати закласти прощення господь. Дальній кільце навіщо знімати хата. Штаб загроза низький образа дальній легко.,6135.2699999999995,4787.53,10922.8,2024-04-12 13:38:07.857931,,,Пройдено
934,23,Поточний ремонт,2024-08-28,2024-08-28 15:42:06.017669,15.701671574819088,Відкладено,92,Мільярд простір суглоб мить. Район розлад полюбити голубчик. Природа щур головка увійти м'який лапа заспівати гіркий.,4263.18,1975.42,6238.6,2025-02-24 15:42:06.017669,,,Пройдено
935,17,Поточний ремонт,2024-04-27,2024-04-27 06:03:45.417050,6.0626158471173,Заплановано,105,"Вітрина купа вітрина гараж. Різноманітний багаття редактор інший епоха квапливий реклама.
Штаб колишній художній пісенька. Співати черевик податковий тисяча протягувати ліловий наполегливо терапія.",10235.4,2651.25,12886.65,2024-05-27 06:03:45.417050,,,Пройдено
936,15,Аварійний ремонт,2024-02-19,2024-02-19 08:20:29.197918,8.341443866088659,Завершено,105,Безглуздий коричневий порт діставати. Байдужий командування важкий головний. Висловлюватися неправда можливо можливо.,5195.0599999999995,2022.13,7217.19,2024-04-19 08:20:29.197918,Перевантаження,Перепрограмування,Пройдено
937,29,Поточний ремонт,2023-05-06,2023-05-06 04:08:09.648215,4.1360133931642995,В процесі,29,Потрясти хата картинка різноманітний степ дальній. Покинути порівняння досліджено ставити.,6462.900000000001,4768.68,11231.580000000002,2023-08-04 04:08:09.648215,,,Пройдено
938,40,Планове обслуговування,2023-07-29,2023-07-29 03:21:39.030411,3.3608417808911426,Заплановано,60,Навіщо керівник пробувати чоловічок. Труп прем'єра здригнутися. Отже художній о підкинути диявол солома хлопець.,8111.299999999999,628.38,8739.679999999998,2024-07-28 03:21:39.030411,,,Потребує перевірки
939,17,Аварійний ремонт,2024-10-13,2024-10-13 18:30:13.298795,18.50369410970119,Завершено,84,Кишеня вказаний олівець забирати програміст. Кільце витягувати виражений князь шолом висіти сонце число. Будівництво більше пристрасть радість холодно блін картинка.,11374.18,8195.44,19569.620000000003,2024-11-12 18:30:13.298795,Знос деталей,Очистка системи,Очікує
940,5,Капітальний ремонт,2023-05-02,2023-05-04 01:54:10.538031,49.902927230868364,Завершено,11,Набір пристойний дихання. Факультет поріг радити ніч від'їзд суглоб. Польовий ідея недолік подробиця.,11679.38,10794.63,22474.01,2023-10-31 01:54:10.538031,,,Потребує перевірки
941,41,Капітальний ремонт,2023-02-05,2023-02-06 21:07:34.963804,45.12637883430865,Завершено,133,Встати юний задерти так колишній запустити кільце. Блін упустити порівняння ленінград наступати.,9573.01,14666.05,24239.059999999998,2024-02-06 21:07:34.963804,,,Пройдено
942,39,Поточний ремонт,2024-10-08,2024-10-08 11:42:52.364137,11.7145455935764,Заплановано,1,Порівняння ставити видимо услати п'ятеро. Заклик квапливий червʼяк угодний.,6374.450000000001,4694.93,11069.380000000001,2025-01-06 11:42:52.364137,,,Пройдено
943,3,Капітальний ремонт,2023-12-24,2023-12-26 20:40:31.183312,68.6753286976663,В процесі,51,"Діловий реклама дихання очко. Скинути черевик другий тута слати коваль інструкція.
Командир байдужий команда. Дрібниця заплакати військовий керівник можливо. Бригада сміття товар перетнути бочок.",26336.85,10969.75,37306.6,2024-01-25 20:40:31.183312,,,Пройдено
944,45,Аварійний ремонт,2024-03-07,2024-03-07 09:03:12.819414,9.053560948409062,Відкладено,51,Термін адвокат пані художній адвокат заборонити. Хлопець прем'єра незручно збільшуватися. Написати купа заплакати мигнути.,4623.15,6286.93,10910.08,2024-05-06 09:03:12.819414,Відмова системи охолодження,Модернізація вузла,Потребує перевірки
945,27,Планове обслуговування,2023-01-22,2023-01-22 03:50:17.828400,3.8382856666498566,Відкладено,195,"Поїзд доба що білизна. Пристрасть тисяча гроші висіти художній занадто.
Адвокат головка застосовуватися сміливий команда торгівля розводити. Прохід ставити бригада тута прихований тута.",5530.9400000000005,1146.49,6677.43,2023-07-21 03:50:17.828400,,,Потребує перевірки
946,12,Планове обслуговування,2023-04-23,2023-04-23 02:11:16.945639,2.1880404553518824,Заплановано,142,"Райком банк інший гіркий о розуміти відділ. Солома бак бочок суглоб набір. Уникати адвокат розвернутися гроші.
Здригатися протягувати білизна багряний.",4115.09,1062.16,5177.25,2024-04-22 02:11:16.945639,,,Пройдено
947,34,Капітальний ремонт,2023-11-20,2023-11-21 02:17:14.760537,26.2874334825031,Заплановано,11,Взагалі художній вигнати надати. Раніше постійний підземний збільшуватися виднітися.,13436.300000000001,16355.94,29792.24,2023-12-21 02:17:14.760537,,,Потребує перевірки
948,17,Поточний ремонт,2023-10-17,2023-10-17 09:22:43.114756,9.378642987802683,Завершено,51,Пристрасть будівництво пристрій інтернет. Хата відзначити степ райком ґазда затримати червонй. Шкарпетка результат помовчати міра.,3713.6,3913.75,7627.35,2023-11-16 09:22:43.114756,,,Пройдено
949,38,Поточний ремонт,2023-02-06,2023-02-06 09:42:50.850889,9.714125246874403,В процесі,92,Монета розстебнути решітка здригатися більше. Сумний сумний взагалі присісти ліхтарик. Прихований мимо вибирати комунізм.,10040.300000000001,3408.98,13449.28,2023-04-07 09:42:50.850889,,,Очікує
950,32,Планове обслуговування,2024-04-05,2024-04-05 04:04:37.453146,4.0770703183707955,Відкладено,11,Ніж міф викинути зміна суглоб мить секунда. Порт рота народ тютюн товар. Порт спосіб від'їзд кордон.,4943.83,1258.48,6202.3099999999995,2024-05-05 04:04:37.453146,,,Пройдено
951,25,Планове обслуговування,2024-08-12,2024-08-12 02:39:51.404142,2.6642789282540313,Завершено,133,Палата покинути палиця пісня єврейський ручка різноманітний оборот. Тута ліловий ліловий пропаганда зарплата. Єдиний обуритися щастя рис п'ятеро висіти увійти.,8459.89,1176.96,9636.849999999999,2025-02-08 02:39:51.404142,,,Очікує
952,32,Поточний ремонт,2023-05-02,2023-05-02 04:09:31.060517,4.158627921319813,Заплановано,101,Порода хотіти армійський. Затягнутися купа-невеличка плід лівий інструкція темніти податковий.,7662.04,4130.43,11792.470000000001,2023-06-01 04:09:31.060517,,,Потребує перевірки
953,14,Аварійний ремонт,2024-12-07,2024-12-07 21:53:39.487725,21.894302145919774,Відкладено,68,Виникнення синок танцювати командувач нині пірʼя головка. Хотіти підлога століття падаль виблискувати.,4401.5199999999995,9973.67,14375.189999999999,2025-01-06 21:53:39.487725,Збій електроніки,Модернізація вузла,Пройдено
954,9,Аварійний ремонт,2024-07-06,2024-07-06 06:04:52.965255,6.081379237426956,Завершено,84,Ягода образа супроводжуватися метал кора. Польовий покидати гіркий правий. Пісенька природний пристрій обуритися звільнення степ через.,6381.99,3392.35,9774.34,2024-09-04 06:04:52.965255,Збій електроніки,Модернізація вузла,Очікує
955,34,Капітальний ремонт,2023-09-11,2023-09-12 04:17:41.750192,28.294930608852553,В процесі,76,"Полум'Я похорон склянка поставити чоловічок порада.
Полюбити казна-хто щур полюбити термін прошепотіти. Дальній недолік вигнати плід олівець що-небудь.",22920.61,8204.57,31125.18,2023-10-12 04:17:41.750192,,,Пройдено
956,34,Аварійний ремонт,2024-02-05,2024-02-05 23:55:38.663526,23.927406535040234,Відкладено,11,Один заклад мати сонце ремінь. Свіжий виднітися жити монета супроводжуватися зарплата. Здригнутися господь легко товар. Встати будівництво співати метал вітати похорон.,4229.01,7437.92,11666.93,2024-03-06 23:55:38.663526,Збій електроніки,Регулювання,Очікує
957,49,Планове обслуговування,2023-01-14,2023-01-14 03:50:07.585893,3.8354405258125155,Завершено,68,"О юний рішення каюта яскраво виднітися.
Програміст нині бак виблискувати триста висіти домогтися. Помовчати бак намір похмуро природний. Друкувати степ синок інтелектуальний незвичайний зате.",6164.96,1968.75,8133.71,2023-04-14 03:50:07.585893,,,Пройдено
958,10,Капітальний ремонт,2023-11-11,2023-11-13 20:32:31.012530,68.5419479249059,Завершено,142,Взагалі похмуро заспівати так. Правий мільярд промовчати терапія дальній.,15272.73,18895.07,34167.8,2024-02-11 20:32:31.012530,,,Потребує перевірки
959,48,Аварійний ремонт,2024-07-29,2024-07-29 11:51:47.346590,11.863151830623213,В процесі,30,Командир занадто незвичайний танцювати солома присвятити. Століття знищення увійти секунда упустити висіти хід.,11652.810000000001,9238.19,20891.0,2024-08-28 11:51:47.346590,Відмова системи охолодження,Регулювання,Потребує перевірки
960,13,Поточний ремонт,2023-11-18,2023-11-18 05:02:37.653243,5.04379256738962,В процесі,105,Заспокоїтися функція звільнення командувач. Радити відзначити покидати результат диявол. Монета знищення соціалістичний наштовхнутися поставити ягода.,7065.57,4407.32,11472.89,2024-02-16 05:02:37.653243,,,Пройдено
961,26,Планове обслуговування,2023-06-13,2023-06-13 05:43:33.991763,5.726108823182534,Завершено,73,Спалити командування виражений шолом коробка ковзати заробити. Ґаздиня тривога монета мотоцикл реклама. Настати кут простір податковий.,8568.27,1558.86,10127.130000000001,2023-07-13 05:43:33.991763,,,Потребує перевірки
962,46,Аварійний ремонт,2023-11-19,2023-11-19 18:40:45.096989,18.67919360805617,Завершено,195,Висловлюватися факультет коробка будівництво блискучий командир голубчик. Спорт пристойний робочий зловити. Вскакивать інший заробити дружно їжа близько район.,17168.8,7770.47,24939.27,2024-02-17 18:40:45.096989,Збій електроніки,Перепрограмування,Пройдено
963,7,Планове обслуговування,2023-01-16,2023-01-16 02:35:56.959527,2.5991554241746924,Відкладено,11,"Відповідність труп покидати заробити. М'Який редактор сонце. Рот написати неправда неправда фахівець.
Неправда палиця нервово ручка. Насолода степ товар диявол.",2114.05,1978.33,4092.38,2023-07-15 02:35:56.959527,,,Очікує
964,30,Поточний ремонт,2023-07-20,2023-07-20 09:43:32.532138,9.72570337168126,В процесі,1,Вигнати олівець приятель полум'я підлога тривога. Супроводжуватися спалити залучати труп. Пропадати рідкий художній домогтися рот.,1986.67,4953.15,6939.82,2023-10-18 09:43:32.532138,,,Очікує
965,26,Аварійний ремонт,2023-08-29,2023-08-29 09:19:19.831316,9.322175365668906,Заплановано,135,Тривога в'язниця приходити збудження промовчати покидати ручка пані. Нарада голубчик о тисяча заспокоїтися червʼяк пісенька.,8849.18,2360.58,11209.76,2023-09-28 09:19:19.831316,Збій електроніки,Очистка системи,Потребує перевірки
966,15,Капітальний ремонт,2024-11-17,2024-11-18 10:48:22.305734,34.80619603715813,Завершено,44,Будівництво інвалід ягода соціалістичний перетнути приходити полюбити кпсс. Насолода космос художній небезпека керівник запустити пробувати. Звільнити ідея метелик застосовуватися.,25905.03,12656.2,38561.229999999996,2025-01-17 10:48:22.305734,,,Потребує перевірки
