inventory_id,product_id,warehouse,record_date,quantity_on_hand,min_stock_level,max_stock_level,reorder_point,unit_cost,total_value,last_count_date,storage_location,status
1497,30,Склад готової продукції,2023-01-19,10,21,63,31.5,3863.73,38637.3,2023-01-05,Ряд 7-Стелаж 39-Позиція 2,Низький запас
1498,31,Склад сировини,2024-05-22,28,29,87,43.5,1386.6,38824.799999999996,2024-05-10,Ряд 19-Стелаж 48-Позиція 1,Надлишок
1499,70,Склад готової продукції,2024-11-25,81,39,117,58.5,4036.46,326953.26,2024-11-23,Ряд 14-Стелаж 11-Позиція 2,Низький запас
1500,79,Склад сировини,2023-07-02,28,31,93,46.5,4072.9,114041.2,2023-06-22,Ряд 20-Стелаж 34-Позиція 10,Надлишок
1501,98,Головний склад,2024-12-19,53,18,54,27.0,2498.2,132404.59999999998,2024-12-17,Ряд 12-Стелаж 1-Позиція 7,В наявності
1502,36,Склад готової продукції,2024-11-24,50,37,111,55.5,1105.87,55293.49999999999,2024-11-21,Ряд 12-Стелаж 9-Позиція 8,Критичний запас
1503,37,Склад сировини,2023-06-06,116,49,147,73.5,4084.62,473815.92,2023-06-03,Ряд 10-Стелаж 19-Позиція 4,В наявності
1504,66,Склад сировини,2023-06-06,29,37,111,55.5,959.17,27815.93,2023-05-24,Ряд 1-Стелаж 24-Позиція 6,В наявності
1505,62,Склад сировини,2023-09-24,68,31,93,46.5,110.06,7484.08,2023-09-09,Ряд 12-Стелаж 21-Позиція 3,Критичний запас
1506,33,Головний склад,2024-03-27,0,13,39,19.5,190.63,0.0,2024-03-19,Ряд 1-Стелаж 18-Позиція 6,Низький запас
1507,3,Склад матеріалів,2024-07-15,40,40,120,60.0,3019.34,120773.6,2024-06-30,Ряд 15-Стелаж 22-Позиція 4,В наявності
1508,33,Склад готової продукції,2024-04-16,19,28,84,42.0,190.63,3621.97,2024-04-03,Ряд 19-Стелаж 4-Позиція 5,Надлишок
1509,46,Головний склад,2023-12-01,43,29,87,43.5,4479.12,192602.16,2023-11-16,Ряд 14-Стелаж 27-Позиція 5,В наявності
1510,68,Склад сировини,2023-01-11,8,36,108,54.0,2998.17,23985.36,2023-01-02,Ряд 16-Стелаж 6-Позиція 9,Низький запас
1511,26,Склад сировини,2024-12-16,66,39,117,58.5,4725.53,311884.98,2024-12-08,Ряд 4-Стелаж 4-Позиція 5,Надлишок
1512,16,Склад матеріалів,2024-02-22,111,41,123,61.5,4994.83,554426.13,2024-01-26,Ряд 2-Стелаж 19-Позиція 8,Критичний запас
1513,100,Склад сировини,2023-06-25,34,31,93,46.5,4430.21,150627.14,2023-06-03,Ряд 15-Стелаж 8-Позиція 10,Низький запас
1514,58,Склад готової продукції,2024-06-02,75,45,135,67.5,3628.33,272124.75,2024-05-31,Ряд 16-Стелаж 3-Позиція 3,Низький запас
1515,69,Склад сировини,2023-07-08,19,15,45,22.5,1864.23,35420.37,2023-06-28,Ряд 13-Стелаж 24-Позиція 10,В наявності
1516,26,Склад сировини,2023-10-13,98,47,141,70.5,4725.53,463101.94,2023-10-09,Ряд 13-Стелаж 46-Позиція 7,Низький запас
1517,36,Склад готової продукції,2023-07-01,36,34,102,51.0,1105.87,39811.31999999999,2023-06-10,Ряд 10-Стелаж 26-Позиція 3,В наявності
1518,51,Склад матеріалів,2024-05-01,27,21,63,31.5,473.95,12796.65,2024-04-24,Ряд 19-Стелаж 41-Позиція 2,В наявності
1519,68,Склад сировини,2024-08-15,5,12,36,18.0,2998.17,14990.85,2024-08-09,Ряд 20-Стелаж 27-Позиція 2,Критичний запас
1520,69,Склад матеріалів,2023-06-24,58,38,114,57.0,1864.23,108125.34,2023-06-20,Ряд 17-Стелаж 24-Позиція 5,В наявності
1521,58,Головний склад,2024-11-23,33,14,42,21.0,3628.33,119734.89,2024-11-10,Ряд 10-Стелаж 42-Позиція 4,В наявності
1522,25,Склад сировини,2023-11-12,33,41,123,61.5,1259.32,41557.56,2023-10-28,Ряд 17-Стелаж 39-Позиція 9,Критичний запас
1523,34,Склад матеріалів,2024-02-01,3,46,138,69.0,1552.35,4657.049999999999,2024-01-10,Ряд 16-Стелаж 47-Позиція 4,В наявності
1524,96,Головний склад,2023-06-18,27,33,99,49.5,2924.35,78957.45,2023-06-01,Ряд 5-Стелаж 40-Позиція 5,В наявності
1525,73,Склад готової продукції,2023-01-07,44,41,123,61.5,3048.44,134131.36000000002,2022-12-24,Ряд 16-Стелаж 37-Позиція 4,Надлишок
1526,99,Головний склад,2024-11-04,51,47,141,70.5,3611.05,184163.55000000002,2024-10-27,Ряд 13-Стелаж 11-Позиція 8,Надлишок
1527,5,Склад готової продукції,2023-10-23,52,32,96,48.0,210.06,10923.12,2023-10-21,Ряд 15-Стелаж 15-Позиція 3,Низький запас
1528,91,Головний склад,2023-04-28,71,24,72,36.0,4371.24,310358.04,2023-04-21,Ряд 18-Стелаж 40-Позиція 1,В наявності
1529,31,Склад матеріалів,2023-11-07,59,22,66,33.0,1386.6,81809.4,2023-10-18,Ряд 17-Стелаж 30-Позиція 4,В наявності
1530,20,Головний склад,2023-06-24,51,48,144,72.0,1230.1,62735.1,2023-05-31,Ряд 12-Стелаж 40-Позиція 7,Низький запас
1531,84,Склад готової продукції,2024-10-27,47,33,99,49.5,1588.25,74647.75,2024-10-03,Ряд 20-Стелаж 6-Позиція 9,В наявності
1532,51,Головний склад,2024-02-02,59,30,90,45.0,473.95,27963.05,2024-01-16,Ряд 20-Стелаж 17-Позиція 7,В наявності
1533,91,Склад готової продукції,2024-03-11,88,50,150,75.0,4371.24,384669.12,2024-03-02,Ряд 18-Стелаж 39-Позиція 1,Низький запас
1534,40,Головний склад,2024-12-15,49,17,51,25.5,846.69,41487.810000000005,2024-12-10,Ряд 11-Стелаж 37-Позиція 3,В наявності
1535,61,Склад матеріалів,2024-04-24,85,42,126,63.0,3659.2,311032.0,2024-04-07,Ряд 16-Стелаж 47-Позиція 7,Критичний запас
1536,61,Головний склад,2024-05-19,60,50,150,75.0,3659.2,219552.0,2024-04-25,Ряд 12-Стелаж 20-Позиція 3,В наявності
1537,41,Склад готової продукції,2024-06-08,31,36,108,54.0,3419.58,106006.98,2024-05-25,Ряд 15-Стелаж 50-Позиція 6,Низький запас
1538,81,Склад сировини,2024-10-07,4,47,141,70.5,2918.14,11672.56,2024-09-18,Ряд 20-Стелаж 48-Позиція 2,Низький запас
1539,81,Головний склад,2024-02-29,37,14,42,21.0,2918.14,107971.18,2024-01-30,Ряд 6-Стелаж 28-Позиція 5,В наявності
1540,44,Склад сировини,2023-04-27,50,26,78,39.0,2574.14,128707.0,2023-04-12,Ряд 6-Стелаж 8-Позиція 1,Критичний запас
1541,52,Склад сировини,2023-05-26,73,32,96,48.0,442.56,32306.88,2023-05-06,Ряд 2-Стелаж 40-Позиція 5,Критичний запас
1542,36,Головний склад,2023-08-04,15,18,54,27.0,1105.87,16588.05,2023-07-13,Ряд 10-Стелаж 1-Позиція 7,Надлишок
1543,95,Склад готової продукції,2023-07-18,73,29,87,43.5,1460.5,106616.5,2023-06-28,Ряд 14-Стелаж 41-Позиція 2,В наявності
1544,70,Склад матеріалів,2023-07-11,67,43,129,64.5,4036.46,270442.82,2023-07-05,Ряд 7-Стелаж 49-Позиція 2,В наявності
1545,82,Головний склад,2023-11-15,102,40,120,60.0,2390.64,243845.28,2023-11-05,Ряд 16-Стелаж 13-Позиція 7,Низький запас
1546,31,Головний склад,2023-09-28,5,11,33,16.5,1386.6,6933.0,2023-09-25,Ряд 6-Стелаж 40-Позиція 5,В наявності
1547,62,Склад матеріалів,2023-05-19,16,10,30,15.0,110.06,1760.96,2023-04-28,Ряд 19-Стелаж 2-Позиція 7,В наявності
1548,37,Головний склад,2023-02-09,46,35,105,52.5,4084.62,187892.52,2023-01-25,Ряд 8-Стелаж 4-Позиція 4,Надлишок
1549,96,Головний склад,2024-02-19,0,20,60,30.0,2924.35,0.0,2024-01-23,Ряд 13-Стелаж 13-Позиція 5,Низький запас
1550,92,Склад матеріалів,2023-09-03,60,50,150,75.0,1053.48,63208.8,2023-08-17,Ряд 12-Стелаж 34-Позиція 6,Надлишок
1551,32,Склад готової продукції,2023-11-10,37,16,48,24.0,2047.87,75771.19,2023-10-28,Ряд 1-Стелаж 3-Позиція 9,Низький запас
1552,30,Склад матеріалів,2023-07-25,31,13,39,19.5,3863.73,119775.63,2023-07-17,Ряд 12-Стелаж 26-Позиція 6,В наявності
1553,71,Головний склад,2023-12-03,5,11,33,16.5,2516.25,12581.25,2023-11-12,Ряд 17-Стелаж 24-Позиція 6,В наявності
1554,42,Склад сировини,2024-10-26,47,24,72,36.0,3167.49,148872.03,2024-10-06,Ряд 17-Стелаж 50-Позиція 7,В наявності
1555,40,Склад сировини,2024-08-09,79,50,150,75.0,846.69,66888.51000000001,2024-08-08,Ряд 17-Стелаж 22-Позиція 3,В наявності
1556,49,Склад готової продукції,2023-06-30,3,12,36,18.0,3084.02,9252.06,2023-06-12,Ряд 17-Стелаж 34-Позиція 4,Надлишок
1557,82,Головний склад,2024-10-25,45,23,69,34.5,2390.64,107578.79999999999,2024-10-22,Ряд 1-Стелаж 39-Позиція 7,В наявності
1558,18,Склад готової продукції,2023-09-02,20,10,30,15.0,3845.22,76904.4,2023-08-14,Ряд 3-Стелаж 43-Позиція 5,Низький запас
1559,30,Головний склад,2024-01-31,10,27,81,40.5,3863.73,38637.3,2024-01-15,Ряд 14-Стелаж 7-Позиція 1,В наявності
1560,34,Склад сировини,2023-06-23,46,20,60,30.0,1552.35,71408.09999999999,2023-06-05,Ряд 20-Стелаж 11-Позиція 2,В наявності
1561,94,Склад матеріалів,2024-04-28,25,43,129,64.5,1493.89,37347.25,2024-03-30,Ряд 11-Стелаж 44-Позиція 9,Критичний запас
1562,54,Склад готової продукції,2024-06-24,14,15,45,22.5,1954.61,27364.539999999997,2024-06-18,Ряд 20-Стелаж 38-Позиція 9,В наявності
1563,51,Склад готової продукції,2024-06-01,18,48,144,72.0,473.95,8531.1,2024-05-28,Ряд 20-Стелаж 34-Позиція 10,Критичний запас
1564,51,Склад сировини,2024-05-01,32,19,57,28.5,473.95,15166.4,2024-04-06,Ряд 19-Стелаж 1-Позиція 10,В наявності
1565,84,Головний склад,2024-03-24,53,23,69,34.5,1588.25,84177.25,2024-03-17,Ряд 14-Стелаж 6-Позиція 7,В наявності
1566,97,Головний склад,2024-12-13,47,39,117,58.5,3207.59,150756.73,2024-12-03,Ряд 7-Стелаж 1-Позиція 8,Критичний запас
1567,90,Склад сировини,2023-01-28,15,10,30,15.0,3624.88,54373.200000000004,2023-01-13,Ряд 20-Стелаж 4-Позиція 5,Критичний запас
1568,14,Склад сировини,2024-02-13,6,13,39,19.5,3708.84,22253.04,2024-01-21,Ряд 18-Стелаж 16-Позиція 7,В наявності
1569,91,Склад сировини,2023-08-13,4,16,48,24.0,4371.24,17484.96,2023-07-16,Ряд 8-Стелаж 22-Позиція 6,Надлишок
1570,51,Склад матеріалів,2024-11-24,101,40,120,60.0,473.95,47868.95,2024-11-07,Ряд 17-Стелаж 50-Позиція 9,В наявності
1571,42,Склад сировини,2024-09-17,70,33,99,49.5,3167.49,221724.3,2024-08-23,Ряд 7-Стелаж 4-Позиція 5,Критичний запас
1572,72,Склад сировини,2024-03-14,61,22,66,33.0,3502.21,213634.81,2024-02-18,Ряд 14-Стелаж 42-Позиція 2,В наявності
1573,66,Склад готової продукції,2024-10-12,33,28,84,42.0,959.17,31652.609999999997,2024-09-12,Ряд 4-Стелаж 13-Позиція 1,Низький запас
1574,69,Склад сировини,2024-10-04,60,33,99,49.5,1864.23,111853.8,2024-09-19,Ряд 7-Стелаж 14-Позиція 9,Критичний запас
1575,69,Головний склад,2023-08-18,84,41,123,61.5,1864.23,156595.32,2023-07-25,Ряд 15-Стелаж 9-Позиція 10,Надлишок
1576,20,Склад матеріалів,2023-02-25,9,10,30,15.0,1230.1,11070.9,2023-02-10,Ряд 16-Стелаж 23-Позиція 4,В наявності
1577,61,Головний склад,2024-02-27,1,15,45,22.5,3659.2,3659.2,2024-02-13,Ряд 3-Стелаж 40-Позиція 3,В наявності
1578,14,Склад готової продукції,2023-08-09,31,13,39,19.5,3708.84,114974.04000000001,2023-07-11,Ряд 8-Стелаж 34-Позиція 5,Критичний запас
1579,75,Склад матеріалів,2023-05-02,15,23,69,34.5,1633.98,24509.7,2023-05-01,Ряд 1-Стелаж 20-Позиція 2,Надлишок
1580,58,Склад сировини,2023-03-24,109,42,126,63.0,3628.33,395487.97,2023-03-03,Ряд 3-Стелаж 40-Позиція 4,Надлишок
1581,14,Склад сировини,2023-04-02,23,10,30,15.0,3708.84,85303.32,2023-03-19,Ряд 18-Стелаж 30-Позиція 3,В наявності
1582,81,Склад матеріалів,2024-05-30,40,19,57,28.5,2918.14,116725.59999999999,2024-05-07,Ряд 2-Стелаж 26-Позиція 10,В наявності
1583,86,Склад сировини,2024-02-20,135,47,141,70.5,4275.99,577258.65,2024-02-16,Ряд 9-Стелаж 35-Позиція 2,Низький запас
1584,68,Склад готової продукції,2024-11-02,56,31,93,46.5,2998.17,167897.52000000002,2024-10-24,Ряд 20-Стелаж 47-Позиція 9,В наявності
1585,3,Склад готової продукції,2024-03-06,54,30,90,45.0,3019.34,163044.36000000002,2024-02-11,Ряд 3-Стелаж 43-Позиція 8,Критичний запас
1586,25,Склад сировини,2023-06-25,64,33,99,49.5,1259.32,80596.48,2023-06-11,Ряд 11-Стелаж 50-Позиція 1,Надлишок
1587,70,Головний склад,2024-03-06,3,25,75,37.5,4036.46,12109.380000000001,2024-02-23,Ряд 15-Стелаж 13-Позиція 6,Надлишок
1588,37,Склад матеріалів,2024-02-03,79,48,144,72.0,4084.62,322684.98,2024-01-28,Ряд 18-Стелаж 46-Позиція 9,Надлишок
1589,59,Склад готової продукції,2023-08-01,44,19,57,28.5,3862.29,169940.76,2023-07-27,Ряд 17-Стелаж 28-Позиція 1,Критичний запас
1590,6,Склад готової продукції,2024-10-17,92,41,123,61.5,1430.04,131563.68,2024-09-17,Ряд 10-Стелаж 35-Позиція 2,Низький запас
1591,51,Головний склад,2023-01-24,20,21,63,31.5,473.95,9479.0,2023-01-18,Ряд 4-Стелаж 40-Позиція 3,В наявності
1592,30,Склад матеріалів,2024-01-13,93,45,135,67.5,3863.73,359326.89,2024-01-04,Ряд 8-Стелаж 48-Позиція 2,Надлишок
1593,71,Склад матеріалів,2023-01-08,20,16,48,24.0,2516.25,50325.0,2023-01-03,Ряд 14-Стелаж 7-Позиція 4,Критичний запас
1594,85,Головний склад,2023-06-01,103,49,147,73.5,2867.12,295313.36,2023-05-15,Ряд 11-Стелаж 19-Позиція 7,Низький запас
1595,36,Головний склад,2024-09-24,98,34,102,51.0,1105.87,108375.26,2024-09-22,Ряд 7-Стелаж 13-Позиція 2,Низький запас
1596,92,Головний склад,2023-02-23,73,30,90,45.0,1053.48,76904.04000000001,2023-01-29,Ряд 18-Стелаж 11-Позиція 1,Низький запас
1597,17,Головний склад,2024-07-17,60,34,102,51.0,961.26,57675.6,2024-07-13,Ряд 10-Стелаж 25-Позиція 6,Критичний запас
1598,79,Склад сировини,2023-10-26,98,42,126,63.0,4072.9,399144.2,2023-10-24,Ряд 15-Стелаж 33-Позиція 5,В наявності
1599,49,Склад готової продукції,2024-03-20,83,45,135,67.5,3084.02,255973.66,2024-02-28,Ряд 10-Стелаж 17-Позиція 2,Низький запас
1600,49,Головний склад,2024-09-13,27,36,108,54.0,3084.02,83268.54,2024-08-24,Ряд 7-Стелаж 25-Позиція 2,Критичний запас
1601,80,Головний склад,2024-04-14,5,18,54,27.0,2814.48,14072.4,2024-03-29,Ряд 9-Стелаж 30-Позиція 10,В наявності
1602,56,Головний склад,2023-10-05,22,13,39,19.5,4906.12,107934.64,2023-09-19,Ряд 8-Стелаж 41-Позиція 2,В наявності
1603,77,Головний склад,2024-12-11,39,32,96,48.0,1204.84,46988.759999999995,2024-11-30,Ряд 6-Стелаж 25-Позиція 4,Надлишок
1604,9,Склад готової продукції,2024-05-30,29,15,45,22.5,997.17,28917.93,2024-05-28,Ряд 10-Стелаж 18-Позиція 5,В наявності
1605,36,Головний склад,2024-08-13,26,35,105,52.5,1105.87,28752.619999999995,2024-07-28,Ряд 11-Стелаж 41-Позиція 10,Надлишок
1606,6,Склад сировини,2024-06-17,53,36,108,54.0,1430.04,75792.12,2024-06-02,Ряд 17-Стелаж 37-Позиція 2,Низький запас
1607,34,Головний склад,2024-10-13,10,21,63,31.5,1552.35,15523.5,2024-09-24,Ряд 7-Стелаж 5-Позиція 4,Низький запас
1608,6,Склад готової продукції,2024-11-20,103,41,123,61.5,1430.04,147294.12,2024-10-28,Ряд 6-Стелаж 13-Позиція 8,Критичний запас
1609,96,Головний склад,2023-07-29,6,18,54,27.0,2924.35,17546.1,2023-07-22,Ряд 16-Стелаж 30-Позиція 7,Надлишок
1610,66,Склад матеріалів,2024-06-19,18,32,96,48.0,959.17,17265.059999999998,2024-05-26,Ряд 4-Стелаж 8-Позиція 4,Низький запас
1611,62,Склад готової продукції,2024-11-10,104,35,105,52.5,110.06,11446.24,2024-10-17,Ряд 3-Стелаж 16-Позиція 2,Критичний запас
1612,94,Склад матеріалів,2023-05-09,5,15,45,22.5,1493.89,7469.450000000001,2023-05-06,Ряд 19-Стелаж 6-Позиція 3,Низький запас
1613,58,Склад сировини,2023-05-13,18,25,75,37.5,3628.33,65309.94,2023-04-22,Ряд 15-Стелаж 31-Позиція 7,Критичний запас
1614,68,Головний склад,2023-07-10,18,23,69,34.5,2998.17,53967.06,2023-06-13,Ряд 8-Стелаж 33-Позиція 2,Низький запас
1615,23,Склад готової продукції,2024-11-14,110,41,123,61.5,1221.94,134413.4,2024-10-18,Ряд 2-Стелаж 28-Позиція 7,Надлишок
1616,65,Головний склад,2023-09-19,78,47,141,70.5,2305.35,179817.3,2023-09-16,Ряд 15-Стелаж 35-Позиція 2,Критичний запас
1617,70,Склад матеріалів,2023-02-15,21,26,78,39.0,4036.46,84765.66,2023-02-13,Ряд 19-Стелаж 20-Позиція 4,Надлишок
1618,90,Головний склад,2023-07-04,32,19,57,28.5,3624.88,115996.16,2023-06-25,Ряд 7-Стелаж 3-Позиція 6,Критичний запас
1619,70,Склад готової продукції,2023-08-22,17,33,99,49.5,4036.46,68619.82,2023-08-15,Ряд 18-Стелаж 2-Позиція 2,Низький запас
1620,91,Склад готової продукції,2023-09-30,12,15,45,22.5,4371.24,52454.88,2023-09-27,Ряд 17-Стелаж 6-Позиція 10,Низький запас
1621,65,Склад матеріалів,2024-06-02,62,33,99,49.5,2305.35,142931.69999999998,2024-05-24,Ряд 15-Стелаж 29-Позиція 6,Надлишок
1622,29,Склад готової продукції,2024-08-07,29,32,96,48.0,1906.69,55294.01,2024-07-30,Ряд 10-Стелаж 22-Позиція 3,Низький запас
1623,73,Склад готової продукції,2023-08-08,71,28,84,42.0,3048.44,216439.24,2023-07-28,Ряд 14-Стелаж 41-Позиція 2,В наявності
1624,15,Склад готової продукції,2024-09-09,128,44,132,66.0,3577.33,457898.24,2024-08-24,Ряд 19-Стелаж 41-Позиція 7,Критичний запас
1625,52,Головний склад,2023-06-18,39,21,63,31.5,442.56,17259.84,2023-06-10,Ряд 6-Стелаж 11-Позиція 3,Критичний запас
1626,100,Склад готової продукції,2023-05-19,29,48,144,72.0,4430.21,128476.09,2023-05-13,Ряд 9-Стелаж 23-Позиція 5,В наявності
1627,69,Головний склад,2023-01-30,6,49,147,73.5,1864.23,11185.380000000001,2023-01-22,Ряд 16-Стелаж 13-Позиція 9,Низький запас
1628,26,Головний склад,2024-08-01,8,10,30,15.0,4725.53,37804.24,2024-07-24,Ряд 12-Стелаж 12-Позиція 7,Критичний запас
1629,75,Склад матеріалів,2024-06-28,19,28,84,42.0,1633.98,31045.62,2024-06-15,Ряд 14-Стелаж 16-Позиція 3,В наявності
1630,81,Головний склад,2023-11-09,3,26,78,39.0,2918.14,8754.42,2023-10-17,Ряд 13-Стелаж 15-Позиція 9,Критичний запас
1631,28,Головний склад,2023-08-06,121,50,150,75.0,1687.46,204182.66,2023-07-13,Ряд 3-Стелаж 42-Позиція 1,Низький запас
1632,66,Склад сировини,2024-10-17,69,36,108,54.0,959.17,66182.73,2024-10-01,Ряд 18-Стелаж 47-Позиція 2,В наявності
1633,44,Склад матеріалів,2023-10-17,96,37,111,55.5,2574.14,247117.44,2023-09-21,Ряд 16-Стелаж 3-Позиція 4,В наявності
1634,94,Головний склад,2023-11-18,41,22,66,33.0,1493.89,61249.490000000005,2023-11-02,Ряд 18-Стелаж 9-Позиція 2,Низький запас
1635,51,Головний склад,2024-06-11,7,20,60,30.0,473.95,3317.65,2024-05-14,Ряд 12-Стелаж 34-Позиція 3,Критичний запас
1636,8,Склад матеріалів,2023-05-30,20,22,66,33.0,4806.79,96135.8,2023-05-01,Ряд 8-Стелаж 34-Позиція 4,Критичний запас
1637,59,Склад сировини,2024-09-20,89,40,120,60.0,3862.29,343743.81,2024-09-16,Ряд 11-Стелаж 14-Позиція 9,В наявності
1638,82,Склад готової продукції,2023-01-25,59,42,126,63.0,2390.64,141047.75999999998,2023-01-04,Ряд 2-Стелаж 2-Позиція 8,Критичний запас
1639,65,Склад матеріалів,2023-10-31,95,40,120,60.0,2305.35,219008.25,2023-10-20,Ряд 8-Стелаж 25-Позиція 2,Надлишок
1640,23,Головний склад,2024-01-04,92,37,111,55.5,1221.94,112418.48000000001,2023-12-19,Ряд 2-Стелаж 29-Позиція 4,Критичний запас
1641,71,Склад матеріалів,2024-08-26,24,23,69,34.5,2516.25,60390.0,2024-08-15,Ряд 15-Стелаж 44-Позиція 6,В наявності
1642,85,Склад сировини,2024-05-28,51,22,66,33.0,2867.12,146223.12,2024-05-05,Ряд 19-Стелаж 8-Позиція 1,В наявності
1643,16,Головний склад,2024-06-29,71,30,90,45.0,4994.83,354632.93,2024-06-23,Ряд 7-Стелаж 26-Позиція 9,Низький запас
1644,8,Склад готової продукції,2023-08-01,14,11,33,16.5,4806.79,67295.06,2023-07-08,Ряд 18-Стелаж 18-Позиція 10,Надлишок
1645,25,Склад матеріалів,2023-01-28,18,16,48,24.0,1259.32,22667.76,2023-01-12,Ряд 2-Стелаж 10-Позиція 1,В наявності
1646,13,Склад матеріалів,2024-04-27,11,18,54,27.0,3170.51,34875.61,2024-04-01,Ряд 7-Стелаж 13-Позиція 10,Критичний запас
1647,16,Склад сировини,2024-01-16,64,47,141,70.5,4994.83,319669.12,2023-12-31,Ряд 14-Стелаж 36-Позиція 5,Надлишок
1648,52,Склад готової продукції,2023-12-13,48,20,60,30.0,442.56,21242.88,2023-12-06,Ряд 1-Стелаж 33-Позиція 7,Критичний запас
1649,86,Головний склад,2024-11-23,0,44,132,66.0,4275.99,0.0,2024-10-30,Ряд 17-Стелаж 45-Позиція 9,Критичний запас
1650,85,Склад готової продукції,2024-05-01,125,46,138,69.0,2867.12,358390.0,2024-04-03,Ряд 19-Стелаж 8-Позиція 8,В наявності
1651,58,Склад сировини,2024-01-18,105,37,111,55.5,3628.33,380974.64999999997,2024-01-02,Ряд 11-Стелаж 14-Позиція 7,В наявності
1652,25,Склад матеріалів,2023-10-06,9,39,117,58.5,1259.32,11333.88,2023-09-27,Ряд 18-Стелаж 8-Позиція 9,Критичний запас
1653,29,Склад матеріалів,2024-11-28,10,19,57,28.5,1906.69,19066.9,2024-11-03,Ряд 20-Стелаж 16-Позиція 10,В наявності
1654,25,Головний склад,2023-03-03,53,23,69,34.5,1259.32,66743.95999999999,2023-02-02,Ряд 14-Стелаж 20-Позиція 6,Критичний запас
1655,90,Склад матеріалів,2023-12-02,62,22,66,33.0,3624.88,224742.56,2023-11-16,Ряд 8-Стелаж 42-Позиція 4,Критичний запас
1656,5,Склад матеріалів,2023-09-20,8,25,75,37.5,210.06,1680.48,2023-09-16,Ряд 16-Стелаж 43-Позиція 9,Надлишок
1657,81,Головний склад,2024-11-08,28,14,42,21.0,2918.14,81707.92,2024-10-30,Ряд 7-Стелаж 13-Позиція 1,Критичний запас
1658,77,Склад матеріалів,2024-03-07,96,37,111,55.5,1204.84,115664.63999999998,2024-03-03,Ряд 4-Стелаж 2-Позиція 3,Надлишок
1659,98,Склад готової продукції,2023-01-03,32,38,114,57.0,2498.2,79942.4,2022-12-21,Ряд 5-Стелаж 32-Позиція 4,Низький запас
1660,30,Склад готової продукції,2024-09-22,31,12,36,18.0,3863.73,119775.63,2024-09-08,Ряд 17-Стелаж 2-Позиція 6,Надлишок
1661,23,Склад готової продукції,2024-06-16,30,34,102,51.0,1221.94,36658.200000000004,2024-06-07,Ряд 13-Стелаж 6-Позиція 3,Критичний запас
1662,17,Склад матеріалів,2024-10-16,20,14,42,21.0,961.26,19225.2,2024-10-01,Ряд 13-Стелаж 26-Позиція 3,Низький запас
1663,97,Склад матеріалів,2023-12-15,47,21,63,31.5,3207.59,150756.73,2023-11-22,Ряд 16-Стелаж 12-Позиція 9,Критичний запас
1664,44,Склад сировини,2024-03-24,105,42,126,63.0,2574.14,270284.7,2024-02-26,Ряд 20-Стелаж 10-Позиція 7,Низький запас
1665,65,Склад матеріалів,2023-07-04,59,34,102,51.0,2305.35,136015.65,2023-06-09,Ряд 7-Стелаж 20-Позиція 2,Низький запас
1666,14,Головний склад,2023-05-13,57,26,78,39.0,3708.84,211403.88,2023-04-20,Ряд 12-Стелаж 35-Позиція 6,Критичний запас
1667,9,Склад готової продукції,2023-12-07,86,43,129,64.5,997.17,85756.62,2023-11-20,Ряд 17-Стелаж 3-Позиція 1,Низький запас
1668,41,Склад готової продукції,2023-12-15,37,48,144,72.0,3419.58,126524.45999999999,2023-11-18,Ряд 5-Стелаж 23-Позиція 9,Надлишок
1669,98,Головний склад,2023-12-09,38,28,84,42.0,2498.2,94931.59999999999,2023-11-26,Ряд 18-Стелаж 31-Позиція 2,Надлишок
1670,14,Склад готової продукції,2024-05-26,129,44,132,66.0,3708.84,478440.36000000004,2024-05-10,Ряд 3-Стелаж 42-Позиція 8,Критичний запас
1671,26,Склад сировини,2024-04-24,11,37,111,55.5,4725.53,51980.829999999994,2024-04-04,Ряд 1-Стелаж 36-Позиція 2,Низький запас
1672,32,Склад матеріалів,2024-09-04,21,45,135,67.5,2047.87,43005.27,2024-08-12,Ряд 5-Стелаж 24-Позиція 1,Критичний запас
1673,17,Склад матеріалів,2023-10-29,34,31,93,46.5,961.26,32682.84,2023-10-26,Ряд 8-Стелаж 9-Позиція 6,Низький запас
1674,90,Склад готової продукції,2024-06-28,32,13,39,19.5,3624.88,115996.16,2024-06-22,Ряд 4-Стелаж 2-Позиція 8,В наявності
1675,72,Склад сировини,2023-03-06,104,48,144,72.0,3502.21,364229.84,2023-02-07,Ряд 19-Стелаж 19-Позиція 9,Надлишок
1676,72,Головний склад,2023-06-30,46,39,117,58.5,3502.21,161101.66,2023-06-02,Ряд 14-Стелаж 25-Позиція 5,Надлишок
1677,82,Склад сировини,2024-11-13,34,23,69,34.5,2390.64,81281.76,2024-10-26,Ряд 17-Стелаж 42-Позиція 6,Низький запас
1678,14,Головний склад,2023-11-03,19,34,102,51.0,3708.84,70467.96,2023-10-26,Ряд 13-Стелаж 5-Позиція 7,Надлишок
1679,13,Головний склад,2023-04-01,33,24,72,36.0,3170.51,104626.83,2023-03-07,Ряд 20-Стелаж 19-Позиція 10,Критичний запас
1680,75,Склад готової продукції,2023-06-29,24,22,66,33.0,1633.98,39215.520000000004,2023-06-24,Ряд 10-Стелаж 42-Позиція 6,Критичний запас
1681,77,Склад сировини,2024-01-15,59,39,117,58.5,1204.84,71085.56,2024-01-14,Ряд 15-Стелаж 44-Позиція 3,В наявності
