production_id,product_id,batch_number,start_date,end_date,planned_quantity,produced_quantity,defect_quantity,employee_id,machine_id,production_line,production_cost,energy_consumption,production_status,quality_check_status
1130,37,B001130,2024-09-09,2024-09-09 17:00:00,802,742,31,129,6,Лінія 5,34264.61,847.41,Заплановано,Очікує
1131,82,B001131,2024-12-17,2024-12-17 12:00:00,581,576,3,102,2,Лінія 5,45062.55,250.8,Заплановано,Відхилено
1132,68,B001132,2023-01-23,2023-01-25 21:00:00,640,604,6,65,8,Лінія 2,29324.98,635.33,В процесі,Пройдено
1133,41,B001133,2024-09-14,2024-09-16 20:00:00,141,146,6,6,2,Лінія 1,16958.07,908.29,В процесі,Пройдено
1134,73,B001134,2024-06-12,2024-06-12 23:00:00,186,192,5,147,9,Лінія 3,41688.55,828.22,Заплановано,Відхилено
1135,46,B001135,2024-10-27,2024-10-29 03:00:00,74,80,3,154,2,Лінія 3,8002.21,380.12,В процесі,Пройдено
1136,28,B001136,2023-05-10,2023-05-11 00:00:00,933,913,18,34,2,Лінія 5,46091.87,299.47,Заплановано,Очікує
1137,61,B001137,2023-04-26,2023-04-27 13:00:00,962,961,42,34,2,Лінія 4,19123.58,667.49,Завершено,Пройдено
1138,6,B001138,2023-04-03,2023-04-05 14:00:00,717,780,35,176,1,Лінія 2,44425.24,504.84,Завершено,Очікує
1139,31,B001139,2024-02-11,2024-02-11 19:00:00,882,881,28,34,7,Лінія 4,46857.88,174.87,Заплановано,Пройдено
1140,44,B001140,2023-02-23,2023-02-24 03:00:00,471,484,18,145,1,Лінія 1,7729.23,750.05,Завершено,Відхилено
1141,91,B001141,2024-12-30,2025-01-01 09:00:00,979,1012,49,31,8,Лінія 3,18625.73,484.3,Завершено,Відхилено
1142,72,B001142,2023-03-12,2023-03-14 00:00:00,546,548,14,122,2,Лінія 1,13455.14,182.46,В процесі,Очікує
1143,73,B001143,2023-07-02,2023-07-04 13:00:00,456,421,15,154,5,Лінія 2,6297.81,222.9,Завершено,Пройдено
1144,40,B001144,2024-05-27,2024-05-27 05:00:00,354,338,0,102,1,Лінія 3,17413.01,693.62,Завершено,Відхилено
1145,82,B001145,2023-04-09,2023-04-10 17:00:00,176,184,1,45,4,Лінія 2,40715.34,650.54,Заплановано,Пройдено
1146,15,B001146,2024-07-06,2024-07-08 22:00:00,455,493,3,49,2,Лінія 2,9551.58,431.05,Завершено,Пройдено
1147,61,B001147,2024-05-10,2024-05-10 04:00:00,80,85,3,91,8,Лінія 2,3451.5,629.38,Заплановано,Очікує
1148,92,B001148,2023-09-20,2023-09-21 10:00:00,416,452,2,28,7,Лінія 3,5136.06,593.09,Заплановано,Відхилено
1149,68,B001149,2024-02-29,2024-03-01 05:00:00,986,928,33,132,7,Лінія 4,33894.57,770.81,В процесі,Очікує
1150,68,B001150,2023-05-24,2023-05-26 04:00:00,524,545,27,91,3,Лінія 5,31939.2,845.35,В процесі,Очікує
1151,24,B001151,2023-07-25,2023-07-26 21:00:00,56,51,2,172,2,Лінія 5,36785.41,265.02,Заплановано,Відхилено
1152,8,B001152,2023-03-18,2023-03-20 16:00:00,464,466,12,172,10,Лінія 5,48524.71,793.97,Заплановано,Відхилено
1153,86,B001153,2023-04-15,2023-04-17 11:00:00,100,94,4,128,9,Лінія 4,42241.79,667.64,Завершено,Очікує
1154,65,B001154,2024-01-23,2024-01-24 03:00:00,599,624,15,172,5,Лінія 3,18450.06,326.92,Завершено,Пройдено
1155,37,B001155,2023-05-16,2023-05-16 19:00:00,238,234,10,49,9,Лінія 1,23566.78,679.59,Заплановано,Очікує
1156,61,B001156,2024-11-29,2024-11-30 23:00:00,962,981,42,28,6,Лінія 5,6687.48,213.75,Заплановано,Очікує
1157,23,B001157,2023-06-03,2023-06-04 16:00:00,318,330,2,143,6,Лінія 2,7214.89,726.31,Завершено,Пройдено
1158,71,B001158,2024-08-28,2024-08-29 01:00:00,517,524,11,154,7,Лінія 3,37369.63,844.24,Заплановано,Відхилено
1159,72,B001159,2024-04-07,2024-04-07 11:00:00,248,233,6,143,9,Лінія 5,30145.53,992.92,Заплановано,Відхилено
1160,66,B001160,2024-02-11,2024-02-11 21:00:00,138,139,7,169,2,Лінія 1,44372.65,241.73,Заплановано,Відхилено
1161,61,B001161,2024-03-04,2024-03-04 12:00:00,201,220,3,65,2,Лінія 2,28650.93,258.88,В процесі,Пройдено
1162,11,B001162,2023-03-03,2023-03-04 04:00:00,137,145,6,15,7,Лінія 3,5126.4,108.81,В процесі,Очікує
1163,73,B001163,2024-03-09,2024-03-10 17:00:00,655,674,20,102,4,Лінія 2,3848.91,800.86,Заплановано,Очікує
1164,61,B001164,2023-07-23,2023-07-25 02:00:00,388,401,7,31,8,Лінія 5,37273.11,347.77,В процесі,Відхилено
1165,9,B001165,2024-01-13,2024-01-13 23:00:00,610,644,31,31,9,Лінія 4,33593.27,344.65,Заплановано,Пройдено
1166,69,B001166,2024-12-27,2024-12-29 11:00:00,583,591,8,31,4,Лінія 4,35599.82,930.92,В процесі,Очікує
1167,5,B001167,2024-09-23,2024-09-25 21:00:00,613,620,24,164,2,Лінія 5,42088.86,334.2,В процесі,Очікує
1168,66,B001168,2024-02-12,2024-02-14 20:00:00,163,172,6,49,8,Лінія 1,19446.99,831.27,Заплановано,Відхилено
1169,31,B001169,2023-10-31,2023-11-02 01:00:00,534,552,20,6,8,Лінія 5,12934.25,187.06,В процесі,Пройдено
1170,86,B001170,2024-07-21,2024-07-23 12:00:00,551,564,24,65,2,Лінія 4,45353.93,872.75,В процесі,Відхилено
1171,33,B001171,2024-08-22,2024-08-23 05:00:00,303,295,5,74,2,Лінія 4,27818.43,823.76,Завершено,Очікує
1172,75,B001172,2024-01-15,2024-01-16 06:00:00,830,906,16,145,3,Лінія 4,44892.97,988.56,Завершено,Відхилено
1173,77,B001173,2024-03-21,2024-03-22 21:00:00,109,108,5,45,6,Лінія 1,5562.2,194.99,Заплановано,Пройдено
1174,5,B001174,2024-12-26,2024-12-26 14:00:00,571,516,25,58,9,Лінія 4,19867.92,852.66,Заплановано,Пройдено
1175,23,B001175,2024-05-14,2024-05-14 10:00:00,965,877,7,34,6,Лінія 3,21968.69,946.44,Заплановано,Відхилено
1176,3,B001176,2023-03-06,2023-03-07 07:00:00,634,583,6,143,7,Лінія 5,28256.33,268.84,Завершено,Пройдено
1177,49,B001177,2024-12-20,2024-12-22 13:00:00,558,527,15,65,5,Лінія 4,22681.15,764.07,Завершено,Очікує
1178,75,B001178,2024-01-31,2024-01-31 14:00:00,359,352,16,162,3,Лінія 5,34803.18,106.72,Заплановано,Відхилено
1179,24,B001179,2024-10-13,2024-10-13 06:00:00,393,405,7,132,1,Лінія 4,36382.12,821.39,Заплановано,Очікує
1180,23,B001180,2024-04-10,2024-04-10 06:00:00,57,53,2,147,9,Лінія 3,42793.47,611.65,Завершено,Очікує
1181,8,B001181,2023-02-10,2023-02-11 00:00:00,267,281,10,49,10,Лінія 1,36837.08,494.53,Заплановано,Пройдено
1182,42,B001182,2023-10-08,2023-10-09 19:00:00,494,460,0,34,7,Лінія 3,11303.81,135.55,В процесі,Очікує
1183,81,B001183,2024-01-11,2024-01-12 18:00:00,517,535,12,58,7,Лінія 4,3352.73,709.96,В процесі,Очікує
1184,65,B001184,2023-06-12,2023-06-14 00:00:00,71,74,2,91,5,Лінія 4,45821.63,237.38,Завершено,Відхилено
1185,17,B001185,2023-09-09,2023-09-11 09:00:00,978,961,25,143,7,Лінія 5,2470.66,907.76,В процесі,Відхилено
1186,71,B001186,2024-08-30,2024-09-01 16:00:00,993,1044,34,123,2,Лінія 1,28864.52,240.37,Заплановано,Очікує
1187,32,B001187,2024-03-04,2024-03-04 15:00:00,229,217,10,143,7,Лінія 5,32843.31,579.1,В процесі,Відхилено
1188,14,B001188,2024-10-10,2024-10-10 06:00:00,833,884,38,129,1,Лінія 1,7489.56,933.21,Завершено,Пройдено
1189,80,B001189,2023-05-26,2023-05-27 14:00:00,307,296,13,6,2,Лінія 2,1335.84,552.31,Заплановано,Очікує
1190,11,B001190,2023-12-01,2023-12-01 23:00:00,130,142,1,131,3,Лінія 3,30252.73,546.46,Завершено,Відхилено
1191,34,B001191,2023-02-03,2023-02-05 12:00:00,882,953,47,128,7,Лінія 2,12510.13,528.6,Завершено,Відхилено
1192,71,B001192,2023-10-25,2023-10-27 03:00:00,631,607,19,123,7,Лінія 4,15594.27,868.31,Заплановано,Пройдено
1193,97,B001193,2024-09-09,2024-09-09 23:00:00,138,143,6,172,3,Лінія 5,4173.22,833.32,Заплановано,Очікує
1194,51,B001194,2023-01-27,2023-01-29 00:00:00,132,141,3,91,9,Лінія 5,43507.25,602.62,Завершено,Пройдено
1195,29,B001195,2024-02-05,2024-02-06 20:00:00,852,768,20,123,8,Лінія 2,18877.85,560.93,Завершено,Очікує
1196,59,B001196,2023-02-19,2023-02-21 02:00:00,625,647,30,176,3,Лінія 1,43775.27,610.65,Завершено,Очікує
1197,6,B001197,2024-07-18,2024-07-18 21:00:00,930,1019,38,176,5,Лінія 2,47981.3,404.19,Заплановано,Очікує
1198,26,B001198,2023-10-01,2023-10-03 15:00:00,927,918,11,49,7,Лінія 5,47888.67,782.2,Заплановано,Пройдено
1199,68,B001199,2024-11-05,2024-11-07 11:00:00,339,321,8,6,3,Лінія 5,21923.57,111.17,В процесі,Пройдено
1200,3,B001200,2023-06-06,2023-06-06 16:00:00,826,790,29,34,4,Лінія 3,18107.07,224.1,Завершено,Пройдено
1201,96,B001201,2023-10-14,2023-10-16 17:00:00,105,103,2,129,7,Лінія 3,15705.89,379.87,Заплановано,Відхилено
1202,41,B001202,2024-08-26,2024-08-26 10:00:00,101,102,4,91,5,Лінія 1,35519.59,139.4,Заплановано,Очікує
1203,31,B001203,2023-01-06,2023-01-08 00:00:00,617,636,7,122,6,Лінія 3,38528.67,544.83,В процесі,Очікує
1204,81,B001204,2024-07-24,2024-07-25 05:00:00,168,184,4,143,3,Лінія 3,10746.88,152.23,Завершено,Відхилено
1205,81,B001205,2023-01-22,2023-01-24 07:00:00,478,505,12,143,8,Лінія 1,26828.01,328.41,В процесі,Пройдено
1206,76,B001206,2024-12-11,2024-12-12 07:00:00,961,965,14,45,2,Лінія 1,46855.42,399.74,Заплановано,Відхилено
1207,6,B001207,2023-06-21,2023-06-23 10:00:00,358,360,17,145,10,Лінія 5,26592.8,512.5,Заплановано,Пройдено
1208,90,B001208,2023-10-29,2023-11-01 00:00:00,273,281,9,128,2,Лінія 2,24752.51,105.45,В процесі,Очікує
1209,96,B001209,2024-12-14,2024-12-15 16:00:00,470,436,20,65,1,Лінія 2,22385.75,588.75,Заплановано,Пройдено
1210,71,B001210,2024-07-02,2024-07-02 05:00:00,319,297,10,132,7,Лінія 2,42395.01,957.1,В процесі,Пройдено
1211,82,B001211,2024-02-18,2024-02-19 00:00:00,961,948,36,49,6,Лінія 4,30046.58,610.74,Заплановано,Очікує
1212,58,B001212,2024-04-13,2024-04-13 06:00:00,446,452,9,131,4,Лінія 1,12600.64,208.5,Заплановано,Пройдено
1213,96,B001213,2024-03-22,2024-03-23 06:00:00,703,670,27,58,5,Лінія 1,28869.92,403.95,Заплановано,Відхилено
1214,94,B001214,2023-06-04,2023-06-05 01:00:00,452,461,5,145,9,Лінія 2,1575.81,267.42,Заплановано,Відхилено
1215,6,B001215,2023-06-02,2023-06-03 14:00:00,125,137,2,129,10,Лінія 5,19118.21,937.58,Завершено,Очікує
1216,8,B001216,2024-09-06,2024-09-06 14:00:00,855,897,17,91,9,Лінія 3,26783.42,975.78,В процесі,Очікує
1217,51,B001217,2024-09-14,2024-09-15 18:00:00,441,456,14,74,8,Лінія 3,10485.52,716.41,Завершено,Пройдено
1218,5,B001218,2024-01-17,2024-01-18 04:00:00,310,282,4,122,9,Лінія 4,30427.61,661.63,Завершено,Пройдено
1219,94,B001219,2024-02-07,2024-02-09 15:00:00,100,106,5,143,10,Лінія 2,48991.13,258.52,В процесі,Пройдено
1220,95,B001220,2023-06-30,2023-06-30 18:00:00,506,530,13,129,8,Лінія 2,8269.17,659.91,В процесі,Очікує
1221,84,B001221,2024-04-07,2024-04-09 21:00:00,941,900,27,28,4,Лінія 2,16956.35,718.84,Завершено,Відхилено
1222,25,B001222,2023-11-13,2023-11-13 05:00:00,240,249,5,31,6,Лінія 2,6341.15,881.11,Заплановано,Очікує
1223,97,B001223,2024-02-03,2024-02-04 19:00:00,334,306,13,154,8,Лінія 1,24873.19,582.22,В процесі,Відхилено
1224,92,B001224,2024-12-27,2024-12-29 20:00:00,601,623,30,65,2,Лінія 2,42349.62,539.59,Заплановано,Відхилено
1225,28,B001225,2023-07-06,2023-07-07 14:00:00,393,400,19,65,6,Лінія 2,41674.5,135.14,Завершено,Очікує
1226,49,B001226,2024-11-03,2024-11-05 10:00:00,643,695,35,31,3,Лінія 3,43225.81,736.82,Завершено,Пройдено
1227,99,B001227,2023-06-03,2023-06-03 14:00:00,599,647,9,6,6,Лінія 5,21472.17,614.3,В процесі,Відхилено
1228,29,B001228,2024-12-17,2024-12-19 12:00:00,779,772,21,147,10,Лінія 1,12350.78,187.51,Заплановано,Очікує
1229,31,B001229,2023-01-22,2023-01-24 05:00:00,928,952,8,6,5,Лінія 3,36840.82,766.88,В процесі,Очікує
1230,66,B001230,2023-09-22,2023-09-23 14:00:00,399,413,11,169,3,Лінія 5,7558.66,266.71,Завершено,Пройдено
1231,82,B001231,2023-11-23,2023-11-23 23:00:00,534,522,19,176,4,Лінія 4,6859.22,543.78,Завершено,Пройдено
1232,32,B001232,2024-07-16,2024-07-16 06:00:00,565,601,20,15,1,Лінія 5,13774.59,666.27,Завершено,Пройдено
1233,52,B001233,2023-07-22,2023-07-22 19:00:00,809,750,7,15,2,Лінія 1,7990.02,473.4,В процесі,Очікує
1234,65,B001234,2023-04-30,2023-05-01 07:00:00,290,301,12,91,10,Лінія 4,3461.47,759.23,В процесі,Відхилено
1235,24,B001235,2023-10-10,2023-10-11 17:00:00,395,357,9,122,1,Лінія 5,47675.32,364.29,В процесі,Очікує
1236,6,B001236,2023-07-12,2023-07-12 15:00:00,544,546,8,147,4,Лінія 2,33791.77,481.04,В процесі,Очікує
1237,37,B001237,2023-12-17,2023-12-19 12:00:00,704,724,29,128,9,Лінія 2,10562.73,220.46,В процесі,Відхилено
1238,11,B001238,2023-03-04,2023-03-06 17:00:00,450,408,16,131,9,Лінія 1,21879.34,496.97,Завершено,Пройдено
1239,68,B001239,2023-11-09,2023-11-11 01:00:00,291,300,2,91,1,Лінія 5,28102.32,544.78,Завершено,Відхилено
1240,41,B001240,2023-04-28,2023-04-29 11:00:00,456,479,19,129,10,Лінія 1,14088.64,314.46,Заплановано,Пройдено
1241,92,B001241,2023-05-07,2023-05-09 19:00:00,151,146,6,58,8,Лінія 5,42658.36,941.69,Заплановано,Пройдено
1242,79,B001242,2023-02-12,2023-02-14 16:00:00,465,422,8,74,4,Лінія 3,37898.15,280.97,Завершено,Відхилено
1243,44,B001243,2024-07-07,2024-07-08 07:00:00,774,773,24,80,6,Лінія 1,26892.54,550.11,В процесі,Пройдено
1244,84,B001244,2024-06-07,2024-06-09 09:00:00,727,759,32,34,2,Лінія 3,39178.82,276.52,Завершено,Відхилено
1245,20,B001245,2024-05-06,2024-05-06 04:00:00,591,578,19,6,4,Лінія 2,20934.53,447.03,Заплановано,Відхилено
1246,31,B001246,2024-07-19,2024-07-20 03:00:00,767,740,35,102,3,Лінія 5,12450.2,904.28,Заплановано,Пройдено
1247,91,B001247,2024-10-17,2024-10-19 09:00:00,564,616,30,102,8,Лінія 1,29439.77,434.41,Заплановано,Очікує
1248,70,B001248,2024-07-03,2024-07-05 12:00:00,871,791,22,45,3,Лінія 4,38621.17,712.13,Завершено,Відхилено
1249,34,B001249,2023-09-13,2023-09-15 02:00:00,870,836,4,132,10,Лінія 4,28555.8,819.99,Завершено,Пройдено
1250,77,B001250,2024-08-16,2024-08-17 04:00:00,310,321,2,172,9,Лінія 3,17913.44,730.02,Заплановано,Пройдено
1251,44,B001251,2023-01-18,2023-01-18 23:00:00,262,278,8,6,4,Лінія 1,46964.64,486.54,В процесі,Очікує
1252,100,B001252,2023-12-19,2023-12-19 05:00:00,757,727,8,15,1,Лінія 4,29958.9,600.4,Заплановано,Пройдено
1253,33,B001253,2024-12-03,2024-12-04 12:00:00,345,320,12,80,1,Лінія 5,2259.59,392.06,Заплановано,Очікує
1254,97,B001254,2024-11-14,2024-11-15 13:00:00,316,335,10,128,1,Лінія 1,26229.16,680.77,Завершено,Пройдено
1255,76,B001255,2023-12-22,2023-12-24 12:00:00,758,804,5,164,4,Лінія 3,15297.67,177.44,Заплановано,Очікує
1256,90,B001256,2023-12-11,2023-12-13 19:00:00,715,682,31,34,10,Лінія 1,15535.09,268.19,Заплановано,Пройдено
1257,91,B001257,2023-01-04,2023-01-06 22:00:00,760,805,17,65,10,Лінія 1,27213.41,716.79,В процесі,Пройдено
1258,31,B001258,2024-10-30,2024-11-01 03:00:00,121,116,3,147,4,Лінія 5,32447.02,480.63,Заплановано,Пройдено
1259,6,B001259,2023-01-10,2023-01-10 13:00:00,778,763,9,154,6,Лінія 1,4679.32,817.29,В процесі,Очікує
1260,86,B001260,2024-07-19,2024-07-20 04:00:00,609,565,15,129,2,Лінія 2,9247.63,705.52,Заплановано,Очікує
1261,70,B001261,2024-07-29,2024-07-30 03:00:00,837,914,19,129,10,Лінія 3,48916.87,188.89,В процесі,Пройдено
1262,34,B001262,2023-04-29,2023-05-01 05:00:00,947,1017,31,49,4,Лінія 4,15755.13,877.13,В процесі,Очікує
1263,72,B001263,2024-05-01,2024-05-03 10:00:00,175,173,3,172,6,Лінія 2,36473.2,604.34,В процесі,Відхилено
1264,42,B001264,2024-12-15,2024-12-15 07:00:00,425,413,11,162,9,Лінія 1,41172.43,222.29,В процесі,Пройдено
1265,85,B001265,2023-04-06,2023-04-08 08:00:00,345,344,7,128,8,Лінія 4,34983.81,739.89,В процесі,Очікує
1266,58,B001266,2023-08-06,2023-08-07 03:00:00,646,700,12,187,6,Лінія 2,8845.37,265.32,Заплановано,Пройдено
1267,18,B001267,2024-06-13,2024-06-14 19:00:00,440,446,6,162,7,Лінія 5,6305.08,498.11,В процесі,Відхилено
1268,95,B001268,2023-09-12,2023-09-14 15:00:00,437,398,10,187,10,Лінія 1,13795.83,751.09,В процесі,Пройдено
1269,11,B001269,2024-11-03,2024-11-04 14:00:00,405,375,1,154,10,Лінія 4,3423.07,935.24,Заплановано,Пройдено
1270,5,B001270,2024-02-15,2024-02-15 15:00:00,383,413,6,31,3,Лінія 2,47797.85,216.13,Завершено,Відхилено
1271,58,B001271,2024-12-29,2024-12-30 22:00:00,704,686,14,34,1,Лінія 3,28169.96,613.45,Заплановано,Очікує
1272,24,B001272,2024-01-25,2024-01-26 02:00:00,201,219,9,15,10,Лінія 5,9869.32,436.38,В процесі,Відхилено
1273,26,B001273,2024-05-27,2024-05-29 19:00:00,676,731,0,143,5,Лінія 2,8910.53,383.17,В процесі,Пройдено
1274,65,B001274,2023-12-28,2023-12-30 22:00:00,517,499,18,74,8,Лінія 5,13108.78,296.66,Завершено,Очікує
1275,33,B001275,2024-12-27,2024-12-29 03:00:00,250,249,10,91,2,Лінія 2,24321.06,266.44,В процесі,Пройдено
1276,75,B001276,2023-05-21,2023-05-22 03:00:00,551,498,9,91,1,Лінія 5,22105.71,143.29,В процесі,Очікує
1277,85,B001277,2024-06-10,2024-06-10 22:00:00,951,907,7,58,6,Лінія 5,32453.34,578.42,В процесі,Очікує
1278,34,B001278,2024-09-15,2024-09-17 22:00:00,178,162,0,80,6,Лінія 5,20523.0,253.99,Заплановано,Відхилено
1279,6,B001279,2024-01-16,2024-01-18 18:00:00,222,239,6,34,3,Лінія 5,4389.1,508.03,В процесі,Очікує
1280,73,B001280,2023-10-27,2023-10-27 14:00:00,756,694,22,162,6,Лінія 2,8255.72,930.09,В процесі,Пройдено
1281,58,B001281,2023-10-29,2023-10-29 13:00:00,934,842,9,128,1,Лінія 4,33992.12,503.35,В процесі,Пройдено
1282,34,B001282,2024-10-12,2024-10-12 04:00:00,729,669,8,80,8,Лінія 4,4403.42,970.9,Завершено,Очікує
1283,18,B001283,2023-03-07,2023-03-08 19:00:00,876,840,31,31,5,Лінія 4,33052.11,604.38,Завершено,Відхилено
1284,23,B001284,2023-12-25,2023-12-27 04:00:00,563,605,4,187,7,Лінія 4,37725.75,799.92,В процесі,Відхилено
1285,56,B001285,2024-09-05,2024-09-07 06:00:00,393,398,14,91,3,Лінія 2,24095.14,730.48,Заплановано,Пройдено
1286,68,B001286,2024-12-23,2024-12-25 02:00:00,216,210,10,49,7,Лінія 2,1268.24,938.86,Заплановано,Пройдено
1287,14,B001287,2023-07-13,2023-07-13 17:00:00,924,993,40,74,10,Лінія 4,49922.09,853.32,Заплановано,Відхилено
1288,3,B001288,2023-08-23,2023-08-25 09:00:00,936,1012,17,143,8,Лінія 3,7368.72,381.53,Заплановано,Очікує
1289,44,B001289,2023-01-14,2023-01-14 05:00:00,487,471,19,169,3,Лінія 3,38998.89,794.66,Заплановано,Відхилено
1290,8,B001290,2024-01-06,2024-01-08 09:00:00,608,645,0,132,2,Лінія 2,41633.07,535.96,В процесі,Відхилено
1291,13,B001291,2023-08-06,2023-08-08 09:00:00,627,641,2,164,3,Лінія 5,46035.56,909.27,Завершено,Пройдено
1292,49,B001292,2023-03-31,2023-04-01 06:00:00,831,783,9,123,1,Лінія 1,30880.36,659.08,В процесі,Відхилено
1293,96,B001293,2023-11-06,2023-11-08 23:00:00,390,378,18,145,1,Лінія 5,39227.53,757.12,Заплановано,Відхилено
1294,75,B001294,2024-09-14,2024-09-16 14:00:00,765,823,34,162,6,Лінія 1,4847.78,486.16,Заплановано,Відхилено
1295,90,B001295,2023-06-20,2023-06-20 06:00:00,363,384,13,122,4,Лінія 3,20423.67,546.6,Завершено,Пройдено
1296,73,B001296,2024-03-15,2024-03-16 18:00:00,164,173,1,162,6,Лінія 4,39966.37,309.95,Заплановано,Відхилено
1297,73,B001297,2023-08-29,2023-08-29 20:00:00,335,336,0,145,3,Лінія 3,43877.61,600.91,Завершено,Пройдено
1298,65,B001298,2024-08-30,2024-08-30 12:00:00,452,422,4,31,3,Лінія 3,5985.74,550.13,Заплановано,Відхилено
1299,15,B001299,2024-12-02,2024-12-02 13:00:00,340,345,9,147,7,Лінія 4,43757.12,959.22,Завершено,Пройдено
1300,65,B001300,2024-01-31,2024-02-02 05:00:00,858,776,13,91,5,Лінія 5,43172.15,749.01,Завершено,Пройдено
1301,56,B001301,2024-10-03,2024-10-04 04:00:00,478,484,17,102,9,Лінія 2,1103.89,424.49,Заплановано,Пройдено
1302,76,B001302,2024-11-04,2024-11-07 00:00:00,171,184,9,34,3,Лінія 5,34008.6,603.07,Завершено,Очікує
1303,90,B001303,2023-10-10,2023-10-10 14:00:00,66,67,2,34,1,Лінія 1,39455.83,711.88,Заплановано,Відхилено
1304,9,B001304,2023-08-28,2023-08-28 12:00:00,444,410,9,147,1,Лінія 1,17189.7,667.42,В процесі,Очікує
1305,92,B001305,2024-01-17,2024-01-17 05:00:00,661,646,25,162,8,Лінія 2,39699.26,701.29,В процесі,Очікує
1306,32,B001306,2024-11-24,2024-11-25 21:00:00,273,268,4,172,3,Лінія 2,19544.19,975.56,Завершено,Пройдено
1307,34,B001307,2024-03-01,2024-03-03 09:00:00,356,370,1,6,9,Лінія 4,7361.75,558.34,В процесі,Очікує
1308,49,B001308,2024-04-11,2024-04-12 10:00:00,234,235,3,128,3,Лінія 2,31943.42,360.46,Завершено,Відхилено
1309,81,B001309,2024-05-14,2024-05-15 07:00:00,513,542,17,154,5,Лінія 5,46385.12,984.86,В процесі,Пройдено
1310,33,B001310,2023-09-04,2023-09-04 14:00:00,538,545,10,74,5,Лінія 4,37169.91,876.77,В процесі,Пройдено
1311,66,B001311,2024-09-06,2024-09-08 17:00:00,455,464,8,176,2,Лінія 2,39090.19,905.46,В процесі,Відхилено
1312,96,B001312,2024-11-09,2024-11-09 19:00:00,265,276,11,145,8,Лінія 3,13617.89,156.37,Заплановано,Пройдено
1313,61,B001313,2023-01-06,2023-01-06 23:00:00,331,315,12,91,6,Лінія 5,34959.5,686.99,Завершено,Очікує
1314,92,B001314,2023-12-14,2023-12-16 12:00:00,138,142,6,128,8,Лінія 3,23923.49,694.93,Завершено,Очікує
1315,77,B001315,2023-05-31,2023-05-31 07:00:00,808,750,22,58,4,Лінія 3,39396.08,314.51,В процесі,Відхилено
1316,72,B001316,2023-09-18,2023-09-19 16:00:00,296,322,11,15,6,Лінія 1,24004.54,813.43,Заплановано,Очікує
1317,29,B001317,2023-05-11,2023-05-13 14:00:00,743,749,20,6,10,Лінія 4,3091.09,549.86,В процесі,Пройдено
1318,32,B001318,2023-07-17,2023-07-18 00:00:00,541,583,13,143,8,Лінія 1,46354.83,461.52,В процесі,Відхилено
1319,75,B001319,2023-07-17,2023-07-19 11:00:00,272,251,1,132,8,Лінія 3,18207.33,849.34,В процесі,Пройдено
1320,85,B001320,2024-10-12,2024-10-13 07:00:00,846,795,21,132,9,Лінія 1,21014.57,236.12,В процесі,Очікує
1321,91,B001321,2024-09-27,2024-09-27 22:00:00,942,905,6,65,3,Лінія 4,30015.85,645.91,В процесі,Очікує
1322,31,B001322,2024-12-15,2024-12-15 21:00:00,727,776,28,131,4,Лінія 3,24059.04,950.34,Заплановано,Очікує
1323,58,B001323,2024-02-27,2024-02-29 09:00:00,279,261,9,147,5,Лінія 2,10398.11,979.33,Заплановано,Очікує
1324,98,B001324,2023-05-05,2023-05-05 16:00:00,946,940,7,65,8,Лінія 2,26743.3,312.17,В процесі,Відхилено
1325,99,B001325,2024-08-13,2024-08-15 16:00:00,829,862,31,49,1,Лінія 2,46962.85,163.48,Заплановано,Відхилено
1326,25,B001326,2024-09-06,2024-09-06 19:00:00,902,968,23,169,2,Лінія 2,45320.62,372.45,Заплановано,Очікує
1327,56,B001327,2024-12-01,2024-12-02 08:00:00,403,406,1,91,9,Лінія 3,18983.06,841.68,Завершено,Очікує
1328,24,B001328,2023-02-18,2023-02-20 20:00:00,901,850,6,132,7,Лінія 1,42775.81,632.91,В процесі,Пройдено
1329,44,B001329,2023-05-17,2023-05-17 09:00:00,63,65,3,145,7,Лінія 4,39888.11,413.53,Заплановано,Очікує
1330,37,B001330,2023-01-01,2023-01-01 14:00:00,416,379,17,128,9,Лінія 4,45152.55,278.61,Заплановано,Очікує
1331,72,B001331,2023-07-11,2023-07-12 04:00:00,822,743,20,15,10,Лінія 3,13768.24,538.42,Заплановано,Відхилено
1332,85,B001332,2023-03-10,2023-03-12 18:00:00,217,197,3,45,8,Лінія 2,42891.36,694.78,Завершено,Пройдено
1333,75,B001333,2023-04-16,2023-04-17 20:00:00,578,541,17,123,7,Лінія 3,47658.39,312.69,В процесі,Очікує
1334,61,B001334,2024-03-30,2024-04-01 20:00:00,508,558,6,162,6,Лінія 4,33549.18,816.24,В процесі,Пройдено
1335,99,B001335,2024-10-15,2024-10-15 12:00:00,302,280,10,143,10,Лінія 1,12583.85,631.76,Завершено,Очікує
1336,71,B001336,2023-10-04,2023-10-05 17:00:00,518,509,16,49,2,Лінія 2,26995.04,576.07,Заплановано,Очікує
1337,61,B001337,2024-09-01,2024-09-02 14:00:00,482,521,7,102,4,Лінія 1,7820.06,674.31,Завершено,Пройдено
1338,20,B001338,2023-12-11,2023-12-12 17:00:00,863,885,35,15,5,Лінія 4,25055.74,151.09,Завершено,Очікує
1339,85,B001339,2024-12-28,2024-12-28 10:00:00,926,934,14,34,6,Лінія 5,10807.11,112.41,Заплановано,Очікує
