attendance_id,employee_id,date,status,time_in,time_out,hours_worked,overtime_hours,notes
3769,73,2023-07-27,Присутній,2023-07-27 08:09:00,2023-07-27 17:36:00,8.31,0.31,
3770,125,2024-01-07,Вихідний,,,0.0,0.0,
3771,173,2022-09-16,Присутній,2022-09-16 10:27:00,2022-09-16 19:54:00,8.39,0.39,
3772,195,2024-11-23,Вихідний,,,0.0,0.0,
3773,189,2023-10-25,Присутній,2023-10-25 09:59:00,2023-10-25 17:13:00,7.78,0.0,Камінчик прірва бок вскакивать. Житель що космос хата постійний.
3774,160,2024-12-29,Вихідний,,,0.0,0.0,
3775,12,2021-12-11,Вихідний,,,0.0,0.0,
3776,64,2021-03-30,Присутній,2021-03-30 10:24:00,2021-03-30 18:23:00,8.03,0.03,Увійти насолода близько близько підкинути. Постійний плавно викинути за командувач ковзати монета.
3777,50,2024-11-26,Присутній,2024-11-26 10:41:00,2024-11-26 18:31:00,7.78,0.0,
3778,8,2022-03-21,Присутній,2022-03-21 10:26:00,2022-03-21 18:32:00,7.92,0.0,
3779,104,2024-10-17,Присутній,2024-10-17 10:55:00,2024-10-17 18:06:00,7.6,0.0,"Функція функція груди товар тута.
Художній комунізм спосіб летіти."
3780,41,2024-07-26,Присутній,2024-07-26 10:50:00,2024-07-26 17:39:00,7.63,0.0,
3781,38,2023-09-04,Присутній,2023-09-04 10:04:00,2023-09-04 18:08:00,8.0,0.0,Болісно кордон діставати єдиний пропаганда. Самостійно болото райком коробка рішення кпсс.
3782,61,2024-09-27,Присутній,2024-09-27 10:41:00,2024-09-27 19:24:00,7.55,0.0,
3783,183,2022-03-03,Запізнення,2022-03-03 08:52:00,2022-03-03 18:07:00,7.1,0.0,Важкий сумнівний приходити другий розстебнути рідкий господиня. Палиця епоха намір художній мета.
3784,66,2024-07-22,Присутній,2024-07-22 09:49:00,2024-07-22 17:06:00,8.34,0.34,
3785,134,2022-06-02,Присутній,2022-06-02 09:56:00,2022-06-02 17:19:00,8.07,0.07,
3786,74,2024-01-02,Присутній,2024-01-02 08:24:00,2024-01-02 17:13:00,8.17,0.17,
3787,100,2024-12-16,Присутній,2024-12-16 08:37:00,2024-12-16 18:14:00,8.28,0.28,
3788,156,2022-08-18,Присутній,2022-08-18 09:20:00,2022-08-18 18:14:00,7.63,0.0,
3789,165,2021-09-10,Присутній,2021-09-10 08:42:00,2021-09-10 18:17:00,8.3,0.3,Квапливий рідкий набір багряний пристрасть що вовк.
3790,168,2024-05-18,Вихідний,,,0.0,0.0,
3791,195,2023-12-24,Вихідний,,,0.0,0.0,
3792,108,2024-10-22,Присутній,2024-10-22 08:35:00,2024-10-22 19:26:00,8.06,0.06,
3793,14,2024-09-04,Присутній,2024-09-04 08:33:00,2024-09-04 17:39:00,8.29,0.29,
3794,104,2024-12-27,Присутній,2024-12-27 10:23:00,2024-12-27 17:40:00,7.64,0.0,
3795,74,2024-12-02,Присутній,2024-12-02 10:04:00,2024-12-02 19:03:00,8.01,0.01,
3796,98,2024-04-05,Присутній,2024-04-05 10:10:00,2024-04-05 17:29:00,8.32,0.32,
3797,67,2024-12-09,Присутній,2024-12-09 08:04:00,2024-12-09 17:54:00,7.91,0.0,
3798,77,2024-05-22,Присутній,2024-05-22 10:41:00,2024-05-22 19:09:00,7.99,0.0,
3799,134,2022-10-30,Вихідний,,,0.0,0.0,
3800,174,2024-07-13,Вихідний,,,0.0,0.0,
3801,195,2024-05-27,Присутній,2024-05-27 10:04:00,2024-05-27 19:42:00,7.66,0.0,
3802,8,2023-02-17,Відпустка,,,0.0,0.0,
3803,130,2024-02-05,Присутній,2024-02-05 08:53:00,2024-02-05 17:35:00,8.28,0.28,
3804,13,2022-10-29,Вихідний,,,0.0,0.0,
3805,158,2024-12-23,Присутній,2024-12-23 09:19:00,2024-12-23 18:06:00,7.58,0.0,
3806,75,2024-09-29,Вихідний,,,0.0,0.0,
3807,163,2020-10-15,Присутній,2020-10-15 09:23:00,2020-10-15 18:58:00,8.27,0.27,
3808,121,2024-05-07,Присутній,2024-05-07 10:48:00,2024-05-07 17:40:00,7.76,0.0,
3809,76,2024-11-24,Вихідний,,,0.0,0.0,Подробиця тута доба зрозумілий. Кільце вперед надати прохід.
3810,41,2020-12-11,Запізнення,2020-12-11 09:23:00,2020-12-11 17:51:00,6.62,0.0,
3811,39,2024-10-29,Присутній,2024-10-29 08:28:00,2024-10-29 18:23:00,7.79,0.0,Ленінград прохід шкільний ручка розвинений навряд. Ліхтарик заклик терапія плавно бак.
3812,33,2024-05-09,Присутній,2024-05-09 08:35:00,2024-05-09 17:23:00,7.54,0.0,
3813,191,2022-01-10,Присутній,2022-01-10 09:07:00,2022-01-10 17:09:00,7.95,0.0,
3814,72,2024-04-19,Присутній,2024-04-19 09:21:00,2024-04-19 17:10:00,7.59,0.0,
3815,152,2024-10-02,Присутній,2024-10-02 10:18:00,2024-10-02 19:57:00,8.2,0.2,
3816,78,2024-01-12,Присутній,2024-01-12 09:20:00,2024-01-12 19:42:00,7.95,0.0,
3817,72,2023-10-27,Присутній,2023-10-27 10:51:00,2023-10-27 17:16:00,7.73,0.0,
3818,33,2022-12-20,Присутній,2022-12-20 08:42:00,2022-12-20 19:10:00,7.9,0.0,
3819,30,2022-05-27,Запізнення,2022-05-27 08:20:00,2022-05-27 18:15:00,6.46,0.0,
3820,37,2022-11-05,Вихідний,,,0.0,0.0,
3821,33,2022-06-13,Присутній,2022-06-13 10:02:00,2022-06-13 19:43:00,8.02,0.02,
3822,91,2024-02-07,Присутній,2024-02-07 09:37:00,2024-02-07 18:32:00,8.41,0.41,
3823,45,2024-12-21,Вихідний,,,0.0,0.0,Матерія зміна ягода виникнення суглоб задерти. Рота затягнутися досліджено робочий мить дошлий.
3824,192,2024-01-25,Присутній,2024-01-25 10:04:00,2024-01-25 18:24:00,8.31,0.31,
3825,163,2024-08-12,Присутній,2024-08-12 08:40:00,2024-08-12 18:36:00,7.58,0.0,Секунда дружно виблискувати вивести перетнути. Похмуро каюта правий настати.
3826,89,2024-07-19,Присутній,2024-07-19 10:36:00,2024-07-19 19:08:00,8.26,0.26,
3827,147,2021-03-16,Присутній,2021-03-16 10:36:00,2021-03-16 18:49:00,8.31,0.31,
3828,103,2024-07-22,Присутній,2024-07-22 08:38:00,2024-07-22 18:43:00,8.22,0.22,Встати упор направо пристойний несподіваний.
3829,95,2023-08-20,Вихідний,,,0.0,0.0,
3830,110,2024-02-20,Присутній,2024-02-20 08:26:00,2024-02-20 19:27:00,8.47,0.47,Більше конструкція коваль зрідка помовчати. Шкільний занадто вперед боєць заспівати домогтися.
3831,132,2024-07-18,Присутній,2024-07-18 08:55:00,2024-07-18 19:01:00,8.48,0.48,
3832,169,2024-10-11,Присутній,2024-10-11 08:42:00,2024-10-11 19:37:00,8.31,0.31,Поріг потім інвалід монета спалити. Здригнутися синок застосовуватися відповісти здалеку.
3833,175,2023-06-07,Присутній,2023-06-07 08:51:00,2023-06-07 18:32:00,7.98,0.0,
3834,102,2024-08-05,Відпустка,,,0.0,0.0,
3835,164,2024-12-23,Присутній,2024-12-23 09:27:00,2024-12-23 19:56:00,7.98,0.0,
3836,161,2024-12-27,Присутній,2024-12-27 09:45:00,2024-12-27 19:10:00,8.31,0.31,
3837,46,2024-11-11,Лікарняний,,,0.0,0.0,Приятель зрідка мета наполегливо. Взагалі світило уточнити конструкція диявол порівняння важкий.
3838,72,2024-04-02,Присутній,2024-04-02 09:29:00,2024-04-02 19:42:00,8.21,0.21,
3839,76,2024-12-24,Присутній,2024-12-24 09:31:00,2024-12-24 17:39:00,7.68,0.0,
3840,113,2023-03-10,Присутній,2023-03-10 08:26:00,2023-03-10 18:07:00,8.25,0.25,Увійти домогтися гіркий решітка навіщо пристойний благати різноманітний.
3841,197,2023-09-20,Присутній,2023-09-20 09:53:00,2023-09-20 17:34:00,8.48,0.48,Нестерпний господь райком легко. Рис похмуро підземний м'який пірʼя рис конференція.
3842,107,2024-12-03,Запізнення,2024-12-03 09:44:00,2024-12-03 19:26:00,6.29,0.0,
3843,58,2023-09-22,Присутній,2023-09-22 09:37:00,2023-09-22 17:49:00,8.1,0.1,
3844,53,2024-06-21,Присутній,2024-06-21 10:43:00,2024-06-21 17:44:00,7.76,0.0,
3845,91,2023-03-25,Вихідний,,,0.0,0.0,Бочок зловити правильний потягнутися розводити шкільний.
3846,48,2024-01-22,Присутній,2024-01-22 08:37:00,2024-01-22 18:56:00,8.14,0.14,Чотири інвалід о грати ідея район намір. Метал єврейський відділ будівництво зрідка.
3847,82,2021-10-15,Присутній,2021-10-15 10:31:00,2021-10-15 18:27:00,8.39,0.39,
3848,34,2024-12-05,Присутній,2024-12-05 08:19:00,2024-12-05 19:07:00,7.53,0.0,Виражений заплакати сміливий пристрасть. Радити монета юний доба адже танцювати.
3849,195,2024-08-28,Присутній,2024-08-28 10:25:00,2024-08-28 17:23:00,7.8,0.0,
3850,37,2023-11-01,Присутній,2023-11-01 08:50:00,2023-11-01 17:27:00,8.02,0.02,
3851,77,2024-05-05,Вихідний,,,0.0,0.0,
3852,63,2023-04-05,Присутній,2023-04-05 09:49:00,2023-04-05 17:29:00,7.83,0.0,
3853,39,2024-11-19,Присутній,2024-11-19 09:47:00,2024-11-19 18:12:00,7.97,0.0,
3854,66,2023-11-17,Присутній,2023-11-17 09:45:00,2023-11-17 19:01:00,8.38,0.38,
3855,130,2024-02-06,Присутній,2024-02-06 09:16:00,2024-02-06 18:56:00,8.11,0.11,
3856,148,2024-10-04,Присутній,2024-10-04 10:11:00,2024-10-04 17:00:00,8.38,0.38,
3857,76,2024-11-16,Вихідний,,,0.0,0.0,
3858,173,2024-10-19,Вихідний,,,0.0,0.0,
3859,36,2024-03-20,Відпустка,,,0.0,0.0,
3860,155,2022-09-10,Вихідний,,,0.0,0.0,
3861,80,2023-03-23,Присутній,2023-03-23 09:19:00,2023-03-23 18:37:00,7.62,0.0,
3862,183,2023-11-02,Присутній,2023-11-02 10:20:00,2023-11-02 17:37:00,7.92,0.0,
3863,45,2024-09-21,Вихідний,,,0.0,0.0,
3864,168,2024-06-24,Присутній,2024-06-24 08:52:00,2024-06-24 18:54:00,7.52,0.0,
3865,80,2022-04-26,Лікарняний,,,0.0,0.0,
3866,12,2022-01-21,Присутній,2022-01-21 09:09:00,2022-01-21 19:26:00,8.3,0.3,
3867,66,2023-10-12,Присутній,2023-10-12 08:31:00,2023-10-12 19:57:00,7.7,0.0,
3868,69,2024-03-23,Вихідний,,,0.0,0.0,Мимо написати бігати виблискувати.
3869,133,2024-09-16,Присутній,2024-09-16 09:49:00,2024-09-16 17:53:00,8.44,0.44,Нині керівник народ природа інший дихання. Провінція заробити гіркий несподівано.
3870,53,2023-04-12,Присутній,2023-04-12 09:00:00,2023-04-12 17:38:00,8.32,0.32,
3871,36,2024-03-05,Присутній,2024-03-05 08:57:00,2024-03-05 17:42:00,8.45,0.45,
3872,78,2023-09-30,Вихідний,,,0.0,0.0,
3873,58,2022-03-03,Присутній,2022-03-03 09:16:00,2022-03-03 19:16:00,8.06,0.06,Сумнівний купа-невеличка затримати радити потрясти. Зрідка скинути покидати міркування друкувати.
3874,48,2024-12-08,Вихідний,,,0.0,0.0,Що чоловічок рот щастя. Правий ефект суглоб ґаздиня.
3875,135,2023-10-16,Присутній,2023-10-16 09:06:00,2023-10-16 18:52:00,8.47,0.47,Новий забирати триста слати блискучий дрібниця армійський нога.
3876,100,2023-12-23,Вихідний,,,0.0,0.0,
3877,96,2024-08-15,Відпустка,,,0.0,0.0,
3878,31,2024-09-22,Вихідний,,,0.0,0.0,
3879,196,2024-05-01,Присутній,2024-05-01 09:56:00,2024-05-01 19:45:00,8.22,0.22,
3880,41,2022-02-09,Присутній,2022-02-09 08:06:00,2022-02-09 18:27:00,8.42,0.42,Вовк сміятися занадто. Дрімати крутий розуміти мʼята очко соціалістичний факультет.
3881,80,2023-07-11,Присутній,2023-07-11 08:34:00,2023-07-11 17:54:00,7.81,0.0,
3882,13,2022-05-10,Присутній,2022-05-10 10:56:00,2022-05-10 17:13:00,7.52,0.0,
3883,84,2023-01-12,Присутній,2023-01-12 10:37:00,2023-01-12 19:59:00,7.51,0.0,
3884,139,2024-06-22,Вихідний,,,0.0,0.0,
3885,3,2024-11-18,Присутній,2024-11-18 10:53:00,2024-11-18 17:54:00,8.32,0.32,Бетонний збільшуватися співати.
3886,106,2023-11-03,Запізнення,2023-11-03 09:34:00,2023-11-03 17:03:00,7.05,0.0,
3887,122,2022-09-18,Вихідний,,,0.0,0.0,
3888,31,2024-06-27,Лікарняний,,,0.0,0.0,
3889,41,2020-10-14,Присутній,2020-10-14 08:44:00,2020-10-14 17:55:00,8.15,0.15,
3890,73,2024-08-25,Вихідний,,,0.0,0.0,Покидати нога розгубитися розвернутися хліб. Виблискувати ліловий аж бак житель.
3891,93,2022-02-24,Лікарняний,,,0.0,0.0,
3892,86,2024-12-12,Лікарняний,,,0.0,0.0,
3893,48,2024-09-05,Лікарняний,,,0.0,0.0,
3894,179,2021-09-07,Присутній,2021-09-07 08:04:00,2021-09-07 17:22:00,8.38,0.38,
3895,194,2022-12-19,Присутній,2022-12-19 09:53:00,2022-12-19 17:23:00,8.47,0.47,
3896,42,2024-12-26,Присутній,2024-12-26 08:10:00,2024-12-26 19:10:00,7.58,0.0,Коричневий чітко вечір. Тута уникати сміятися перетнути інвалід спосіб.
3897,134,2022-06-01,Присутній,2022-06-01 09:58:00,2022-06-01 18:38:00,8.4,0.4,
3898,140,2022-11-27,Вихідний,,,0.0,0.0,
3899,101,2024-08-31,Вихідний,,,0.0,0.0,Покидати редактор рота штаб. Вивести услати вчора зміна.
3900,8,2023-05-07,Вихідний,,,0.0,0.0,
3901,177,2024-06-28,Присутній,2024-06-28 09:01:00,2024-06-28 17:17:00,8.11,0.11,
3902,40,2024-07-27,Вихідний,,,0.0,0.0,
3903,44,2024-05-31,Присутній,2024-05-31 08:49:00,2024-05-31 19:29:00,7.94,0.0,
3904,152,2024-12-24,Присутній,2024-12-24 09:44:00,2024-12-24 19:17:00,7.98,0.0,Заява вовк заплакати.
3905,83,2024-07-08,Запізнення,2024-07-08 08:28:00,2024-07-08 17:24:00,6.6,0.0,
3906,14,2022-11-19,Вихідний,,,0.0,0.0,
3907,57,2024-07-18,Присутній,2024-07-18 08:09:00,2024-07-18 17:31:00,8.41,0.41,
3908,90,2024-11-26,Присутній,2024-11-26 09:10:00,2024-11-26 18:32:00,8.31,0.31,
3909,33,2024-01-27,Вихідний,,,0.0,0.0,
3910,26,2024-10-16,Присутній,2024-10-16 10:47:00,2024-10-16 19:05:00,7.63,0.0,
3911,100,2024-11-01,Присутній,2024-11-01 08:34:00,2024-11-01 19:24:00,7.53,0.0,Художній суглоб банда. Ніч дихання правий знімати. Труп через ручка.
3912,126,2023-01-29,Вихідний,,,0.0,0.0,
3913,145,2024-12-07,Вихідний,,,0.0,0.0,
3914,83,2024-06-25,Присутній,2024-06-25 08:42:00,2024-06-25 19:32:00,7.69,0.0,
3915,43,2024-02-20,Присутній,2024-02-20 08:30:00,2024-02-20 19:47:00,8.02,0.02,Кордон валюта оборот заклад. Діловий навряд набір гроші століття.
3916,136,2024-08-23,Присутній,2024-08-23 09:56:00,2024-08-23 18:56:00,8.07,0.07,
3917,40,2024-09-26,Присутній,2024-09-26 08:03:00,2024-09-26 18:14:00,8.35,0.35,
3918,43,2022-11-12,Вихідний,,,0.0,0.0,
3919,37,2024-09-01,Вихідний,,,0.0,0.0,
3920,193,2024-11-05,Присутній,2024-11-05 10:53:00,2024-11-05 17:29:00,8.05,0.05,
3921,195,2024-04-26,Присутній,2024-04-26 10:13:00,2024-04-26 18:35:00,7.85,0.0,
3922,97,2024-10-08,Присутній,2024-10-08 08:08:00,2024-10-08 18:36:00,7.91,0.0,
3923,116,2021-05-26,Присутній,2021-05-26 09:12:00,2021-05-26 18:00:00,8.1,0.1,
3924,54,2024-12-22,Вихідний,,,0.0,0.0,
3925,124,2022-11-04,Присутній,2022-11-04 09:05:00,2022-11-04 18:41:00,8.43,0.43,
3926,70,2021-05-31,Присутній,2021-05-31 09:28:00,2021-05-31 18:25:00,7.67,0.0,
3927,169,2024-10-23,Присутній,2024-10-23 09:19:00,2024-10-23 19:59:00,8.1,0.1,
3928,115,2024-05-26,Вихідний,,,0.0,0.0,Безпорадний міф рот.
3929,191,2023-10-24,Присутній,2023-10-24 08:14:00,2023-10-24 19:12:00,8.49,0.49,
3930,56,2023-08-15,Присутній,2023-08-15 09:48:00,2023-08-15 18:49:00,8.06,0.06,
3931,115,2023-12-06,Лікарняний,,,0.0,0.0,
3932,28,2024-07-04,Запізнення,2024-07-04 10:27:00,2024-07-04 17:07:00,6.17,0.0,
3933,79,2023-11-02,Присутній,2023-11-02 10:51:00,2023-11-02 19:50:00,7.54,0.0,
3934,49,2022-07-16,Вихідний,,,0.0,0.0,Несподіваний степ сумнівний близько наступати. Їсти степ сходити мотоцикл.
3935,82,2023-01-01,Вихідний,,,0.0,0.0,
3936,120,2024-08-19,Присутній,2024-08-19 08:06:00,2024-08-19 19:57:00,8.01,0.01,
3937,18,2024-05-17,Присутній,2024-05-17 08:44:00,2024-05-17 19:33:00,7.59,0.0,
3938,192,2023-10-06,Присутній,2023-10-06 08:36:00,2023-10-06 18:26:00,7.69,0.0,
3939,8,2023-10-12,Лікарняний,,,0.0,0.0,
3940,89,2024-08-04,Вихідний,,,0.0,0.0,
3941,16,2023-01-09,Присутній,2023-01-09 08:15:00,2023-01-09 17:16:00,7.63,0.0,
3942,51,2023-12-06,Присутній,2023-12-06 10:15:00,2023-12-06 17:26:00,7.62,0.0,
3943,45,2024-06-15,Вихідний,,,0.0,0.0,
3944,40,2024-05-27,Присутній,2024-05-27 08:09:00,2024-05-27 19:18:00,8.31,0.31,
3945,30,2021-10-21,Присутній,2021-10-21 10:03:00,2021-10-21 19:06:00,7.6,0.0,
3946,126,2024-11-20,Присутній,2024-11-20 09:49:00,2024-11-20 17:20:00,7.59,0.0,
3947,36,2024-02-02,Присутній,2024-02-02 08:39:00,2024-02-02 18:56:00,7.79,0.0,
3948,100,2022-10-23,Вихідний,,,0.0,0.0,Командувач прірва зловити вперед.
3949,47,2023-05-20,Вихідний,,,0.0,0.0,Витримати покоління висіти товар міра. Настати кора здригнутися правильний.
3950,55,2023-09-30,Вихідний,,,0.0,0.0,
3951,52,2023-11-15,Присутній,2023-11-15 10:49:00,2023-11-15 17:27:00,7.91,0.0,
3952,199,2024-05-01,Присутній,2024-05-01 08:34:00,2024-05-01 17:19:00,8.49,0.49,
3953,146,2023-11-17,Присутній,2023-11-17 10:13:00,2023-11-17 17:51:00,8.15,0.15,
3954,39,2024-05-15,Присутній,2024-05-15 10:24:00,2024-05-15 19:43:00,8.0,0.0,
3955,115,2024-07-17,Запізнення,2024-07-17 09:46:00,2024-07-17 17:46:00,6.27,0.0,
3956,71,2024-11-17,Вихідний,,,0.0,0.0,
3957,118,2024-11-13,Присутній,2024-11-13 08:35:00,2024-11-13 18:38:00,7.62,0.0,
3958,116,2020-01-16,Присутній,2020-01-16 09:59:00,2020-01-16 17:08:00,7.78,0.0,
3959,71,2022-06-01,Відпустка,,,0.0,0.0,
3960,143,2022-08-30,Присутній,2022-08-30 10:13:00,2022-08-30 18:15:00,7.98,0.0,
3961,184,2024-05-29,Присутній,2024-05-29 08:27:00,2024-05-29 18:18:00,7.9,0.0,
3962,69,2024-03-11,Присутній,2024-03-11 09:17:00,2024-03-11 19:56:00,8.33,0.33,Розвинений діловий небезпека грати навряд палець палиця. Прошепотіти за колектив художній щось.
3963,112,2024-02-19,Присутній,2024-02-19 09:05:00,2024-02-19 19:26:00,8.15,0.15,
3964,88,2024-11-30,Вихідний,,,0.0,0.0,
3965,35,2024-10-12,Вихідний,,,0.0,0.0,
3966,18,2024-04-24,Присутній,2024-04-24 08:23:00,2024-04-24 18:31:00,8.05,0.05,
3967,9,2024-11-29,Присутній,2024-11-29 08:53:00,2024-11-29 19:07:00,7.88,0.0,
3968,160,2024-12-10,Присутній,2024-12-10 09:48:00,2024-12-10 17:58:00,8.04,0.04,
3969,91,2023-06-13,Присутній,2023-06-13 10:48:00,2023-06-13 18:05:00,7.76,0.0,
3970,128,2024-03-19,Присутній,2024-03-19 09:41:00,2024-03-19 17:08:00,7.74,0.0,
3971,4,2023-04-06,Присутній,2023-04-06 08:44:00,2023-04-06 18:04:00,7.72,0.0,
3972,77,2024-06-24,Присутній,2024-06-24 08:40:00,2024-06-24 18:21:00,7.77,0.0,
3973,88,2024-10-27,Вихідний,,,0.0,0.0,Засунути прохід інтернет робочий гараж основа. Спорт житель приятель розлад.
3974,155,2024-08-01,Присутній,2024-08-01 10:37:00,2024-08-01 18:00:00,8.08,0.08,Покидати розлад інтернет залучати один. Дружно редактор вперед розкішний.
3975,78,2024-10-06,Вихідний,,,0.0,0.0,
3976,198,2024-10-15,Присутній,2024-10-15 08:57:00,2024-10-15 19:11:00,8.05,0.05,
3977,85,2020-11-27,Присутній,2020-11-27 09:08:00,2020-11-27 17:56:00,7.65,0.0,
3978,4,2023-11-11,Вихідний,,,0.0,0.0,
3979,71,2023-12-02,Вихідний,,,0.0,0.0,
3980,112,2021-09-05,Вихідний,,,0.0,0.0,
3981,184,2024-05-03,Відпустка,,,0.0,0.0,
3982,119,2020-10-31,Вихідний,,,0.0,0.0,
3983,149,2022-10-19,Запізнення,2022-10-19 09:57:00,2022-10-19 17:42:00,6.43,0.0,
3984,88,2024-07-09,Запізнення,2024-07-09 10:52:00,2024-07-09 18:56:00,6.36,0.0,
3985,41,2024-08-31,Вихідний,,,0.0,0.0,
3986,177,2023-06-23,Присутній,2023-06-23 08:15:00,2023-06-23 17:08:00,7.63,0.0,Пристрій вмирати присісти жити трясти. Дальній актриса від'їзд наступати звільнення.
3987,35,2024-11-21,Присутній,2024-11-21 10:03:00,2024-11-21 18:27:00,7.54,0.0,
3988,120,2024-09-17,Запізнення,2024-09-17 08:42:00,2024-09-17 19:28:00,6.4,0.0,
3989,153,2024-12-01,Вихідний,,,0.0,0.0,
3990,57,2024-12-26,Присутній,2024-12-26 08:47:00,2024-12-26 18:45:00,7.98,0.0,
3991,55,2023-07-08,Вихідний,,,0.0,0.0,
3992,8,2023-09-08,Присутній,2023-09-08 09:49:00,2023-09-08 19:28:00,7.85,0.0,
3993,87,2023-02-24,Присутній,2023-02-24 09:19:00,2023-02-24 18:06:00,7.73,0.0,
3994,71,2023-03-17,Присутній,2023-03-17 08:56:00,2023-03-17 17:00:00,8.16,0.16,
3995,115,2024-12-23,Присутній,2024-12-23 08:45:00,2024-12-23 18:29:00,7.72,0.0,
3996,58,2021-11-24,Присутній,2021-11-24 10:03:00,2021-11-24 19:50:00,7.65,0.0,
3997,158,2022-03-20,Вихідний,,,0.0,0.0,
3998,79,2022-06-25,Вихідний,,,0.0,0.0,
3999,86,2024-08-20,Присутній,2024-08-20 10:43:00,2024-08-20 18:18:00,7.94,0.0,Рота кишеня білизна тьмяний страта мʼята висловлюватися.
4000,126,2023-02-06,Лікарняний,,,0.0,0.0,
4001,20,2024-07-30,Присутній,2024-07-30 09:30:00,2024-07-30 18:47:00,7.7,0.0,
4002,87,2024-11-30,Вихідний,,,0.0,0.0,
4003,49,2023-03-29,Присутній,2023-03-29 09:42:00,2023-03-29 19:06:00,8.41,0.41,
4004,191,2024-12-10,Присутній,2024-12-10 09:50:00,2024-12-10 18:46:00,8.43,0.43,
4005,89,2024-06-17,Присутній,2024-06-17 08:02:00,2024-06-17 17:53:00,8.3,0.3,Прихований боєць отже грати основа жорстокий. В'Язниця заплакати байдужий комунізм зелений.
4006,50,2024-11-15,Присутній,2024-11-15 08:23:00,2024-11-15 19:59:00,8.3,0.3,
4007,59,2024-11-21,Присутній,2024-11-21 08:45:00,2024-11-21 18:48:00,8.42,0.42,Команда вивести рідкий єврейський багаття друкувати. Аналіз салон природа склянка червонй.
4008,125,2024-04-26,Присутній,2024-04-26 10:32:00,2024-04-26 19:12:00,7.64,0.0,Мета перетнути лапа звільнення призначити услати досліджено.
4009,31,2024-02-27,Присутній,2024-02-27 10:00:00,2024-02-27 19:17:00,8.21,0.21,
4010,185,2023-08-31,Лікарняний,,,0.0,0.0,
4011,188,2024-07-01,Відпустка,,,0.0,0.0,
4012,57,2024-10-27,Вихідний,,,0.0,0.0,
4013,65,2023-07-09,Вихідний,,,0.0,0.0,Термін юний паща гіркий синок валюта.
4014,138,2024-11-20,Присутній,2024-11-20 09:11:00,2024-11-20 18:28:00,8.33,0.33,
4015,133,2024-10-11,Присутній,2024-10-11 09:05:00,2024-10-11 18:26:00,8.12,0.12,
4016,111,2024-06-07,Лікарняний,,,0.0,0.0,
4017,116,2023-12-02,Вихідний,,,0.0,0.0,
4018,104,2024-08-25,Вихідний,,,0.0,0.0,
4019,153,2024-08-08,Запізнення,2024-08-08 08:15:00,2024-08-08 17:24:00,7.33,0.0,Упор єврейський очко червʼяк трубка. Нервово епоха зелений потягнутися лівий.
4020,56,2020-05-18,Присутній,2020-05-18 09:16:00,2020-05-18 17:08:00,8.26,0.26,
4021,141,2024-12-10,Присутній,2024-12-10 10:10:00,2024-12-10 17:15:00,7.78,0.0,
4022,129,2024-09-11,Присутній,2024-09-11 08:45:00,2024-09-11 18:46:00,8.1,0.1,
4023,119,2021-05-31,Присутній,2021-05-31 08:04:00,2021-05-31 17:37:00,7.64,0.0,
4024,153,2024-08-14,Відпустка,,,0.0,0.0,
4025,23,2022-02-18,Присутній,2022-02-18 09:48:00,2022-02-18 17:22:00,7.74,0.0,
4026,149,2023-11-03,Присутній,2023-11-03 08:28:00,2023-11-03 19:48:00,7.67,0.0,
4027,133,2023-08-24,Присутній,2023-08-24 10:14:00,2023-08-24 19:09:00,8.14,0.14,
4028,70,2021-05-26,Присутній,2021-05-26 09:30:00,2021-05-26 19:01:00,7.62,0.0,Летіти ручка недолік близько точно правильний. П'Ятеро чотири означати крутий.
4029,84,2022-03-05,Вихідний,,,0.0,0.0,
4030,20,2024-08-29,Лікарняний,,,0.0,0.0,
4031,130,2024-03-12,Присутній,2024-03-12 10:44:00,2024-03-12 17:05:00,7.82,0.0,Секунда виражений кордон.
4032,53,2024-09-23,Присутній,2024-09-23 10:07:00,2024-09-23 18:49:00,8.1,0.1,
4033,196,2023-11-25,Вихідний,,,0.0,0.0,
4034,14,2021-10-26,Присутній,2021-10-26 10:04:00,2021-10-26 18:38:00,7.72,0.0,Зміна інфекція їсти намір. Академік вчора занадто рідкий.
4035,167,2022-04-14,Присутній,2022-04-14 08:09:00,2022-04-14 19:43:00,7.75,0.0,
4036,80,2021-04-30,Присутній,2021-04-30 09:44:00,2021-04-30 19:46:00,8.22,0.22,
4037,57,2023-09-01,Присутній,2023-09-01 09:31:00,2023-09-01 19:56:00,8.16,0.16,
4038,27,2021-10-20,Присутній,2021-10-20 10:42:00,2021-10-20 17:38:00,7.89,0.0,
4039,151,2021-04-10,Вихідний,,,0.0,0.0,
4040,59,2023-05-28,Вихідний,,,0.0,0.0,
4041,78,2023-05-13,Вихідний,,,0.0,0.0,
4042,121,2024-01-01,Присутній,2024-01-01 08:36:00,2024-01-01 18:01:00,7.73,0.0,
4043,96,2024-11-17,Вихідний,,,0.0,0.0,
4044,195,2024-12-02,Присутній,2024-12-02 08:14:00,2024-12-02 19:17:00,7.61,0.0,Слати хліб важкий кишеня виражений підземний. Вітрина командир зрозумілий господь радити.
4045,183,2024-12-04,Присутній,2024-12-04 08:49:00,2024-12-04 19:06:00,8.25,0.25,Шолом спасти коричневий покидати нервово радість болото. Пані їсти подвірʼя редактор.
4046,55,2022-10-02,Вихідний,,,0.0,0.0,Перебивати житель трубка. Прошепотіти господь виникнення повністю число.
